source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
HA251021_OE2_BO7545-18_12_APP_VU_F3_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7545-18_12_APP_VU_F3_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7545-18_12_APP_VU_F3_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7536-18_3_WT_VEH_F3_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7536-18_3_WT_VEH_F3_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7536-18_3_WT_VEH_F3_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7540-18_7_APP_VEH_F1_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7540-18_7_APP_VEH_F1_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7540-18_7_APP_VEH_F1_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7543-18_10_APP_VU_F1_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7543-18_10_APP_VU_F1_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7543-18_10_APP_VU_F1_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7538-18_5_WT_VU_F2_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7538-18_5_WT_VU_F2_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7538-18_5_WT_VU_F2_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7544-18_11_APP_VU_F2_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7544-18_11_APP_VU_F2_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7544-18_11_APP_VU_F2_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7534-18_1_WT_VEH_F1_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7534-18_1_WT_VEH_F1_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7534-18_1_WT_VEH_F1_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7535-18_2_WT_VEH_F2_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7535-18_2_WT_VEH_F2_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7535-18_2_WT_VEH_F2_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7537-18_4_WT_VU_F1_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7537-18_4_WT_VU_F1_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7537-18_4_WT_VU_F1_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7539-18_6_WT_VU_F3_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7539-18_6_WT_VU_F3_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7539-18_6_WT_VU_F3_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7541-18_8_APP_VEH_F2_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7541-18_8_APP_VEH_F2_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7541-18_8_APP_VEH_F2_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
HA251021_OE2_BO7542-18_9_APP_VEH_F3_NOTAG_NODETERGENT	Mus musculus	Brain	not available	not available	1	HA251021_OE2_BO7542-18_9_APP_VEH_F3_NOTAG_NODETERGENT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 240;AC=MS:1003097	NT=Trypsin;AC=MS:1001251	1	1	HA251021_OE2_BO7542-18_9_APP_VEH_F3_NOTAG_NODETERGENT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
