source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
70127_perl_3_p	Saccharomyces cerevisiae	Not available	1	70127_perl_3_p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_3_p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_6_s	Saccharomyces cerevisiae	Not available	1	70127_perl_6_s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_6_s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_2_s	Saccharomyces cerevisiae	Not available	1	70127_perl_2_s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_2_s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_2_p	Saccharomyces cerevisiae	Not available	1	70127_perl_2_p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_2_p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_4_p	Saccharomyces cerevisiae	Not available	1	70127_perl_4_p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_4_p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_4_s	Saccharomyces cerevisiae	Not available	1	70127_perl_4_s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_4_s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_6_p	Saccharomyces cerevisiae	Not available	1	70127_perl_6_p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_6_p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_1_s	Saccharomyces cerevisiae	Not available	1	70127_perl_1_s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_1_s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_5_s	Saccharomyces cerevisiae	Not available	1	70127_perl_5_s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_5_s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_8_s	Saccharomyces cerevisiae	Not available	1	70127_perl_8_s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_8_s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_9_s	Saccharomyces cerevisiae	Not available	1	70127_perl_9_s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_9_s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_5_p	Saccharomyces cerevisiae	Not available	1	70127_perl_5_p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_5_p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_8_p	Saccharomyces cerevisiae	Not available	1	70127_perl_8_p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_8_p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_9_p	Saccharomyces cerevisiae	Not available	1	70127_perl_9_p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_9_p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_7_s	Saccharomyces cerevisiae	Not available	1	70127_perl_7_s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_7_s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_3_s	Saccharomyces cerevisiae	Not available	1	70127_perl_3_s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_3_s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
70127_perl_7_p	Saccharomyces cerevisiae	Not available	1	70127_perl_7_p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	70127_perl_7_p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
