source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
120114_18_Orbi2_ZC_QC_220_HSAd0-d4-1to1-1_Din	homo sapiens	serum	not applicable	not available	1	120114_18_Orbi2_ZC_QC_220_HSAd0-d4-1to1-1_Din	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	100 Da	1	1	120114_18_Orbi2_ZC_QC_220_HSAd0-d4-1to1-1_Din.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002142/120114_18_Orbi2_ZC_QC_220_HSAd0-d4-1to1-1_Din.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
120114_20_Orbi2_ZC_QC_220_HSAd0-d4-1to1-3_Din	homo sapiens	serum	not applicable	not available	1	120114_20_Orbi2_ZC_QC_220_HSAd0-d4-1to1-3_Din	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	100 Da	1	1	120114_20_Orbi2_ZC_QC_220_HSAd0-d4-1to1-3_Din.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002142/120114_20_Orbi2_ZC_QC_220_HSAd0-d4-1to1-3_Din.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
120114_15_Orbi2_ZC_QC_220_HSAd0-d4-1to2-2_Din	homo sapiens	serum	not applicable	not available	1	120114_15_Orbi2_ZC_QC_220_HSAd0-d4-1to2-2_Din	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	100 Da	1	1	120114_15_Orbi2_ZC_QC_220_HSAd0-d4-1to2-2_Din.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002142/120114_15_Orbi2_ZC_QC_220_HSAd0-d4-1to2-2_Din.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
120114_09_Orbi2_ZC_QC_220_HSAd0-d4-1to4-2_Din	homo sapiens	serum	not applicable	not available	1	120114_09_Orbi2_ZC_QC_220_HSAd0-d4-1to4-2_Din	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	100 Da	1	1	120114_09_Orbi2_ZC_QC_220_HSAd0-d4-1to4-2_Din.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002142/120114_09_Orbi2_ZC_QC_220_HSAd0-d4-1to4-2_Din.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
120114_08_Orbi2_ZC_QC_220_HSAd0-d4-1to4-1_Din	homo sapiens	serum	not applicable	not available	1	120114_08_Orbi2_ZC_QC_220_HSAd0-d4-1to4-1_Din	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	100 Da	1	1	120114_08_Orbi2_ZC_QC_220_HSAd0-d4-1to4-1_Din.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002142/120114_08_Orbi2_ZC_QC_220_HSAd0-d4-1to4-1_Din.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
120114_10_Orbi2_ZC_QC_220_HSAd0-d4-1to4-3_Din	homo sapiens	serum	not applicable	not available	1	120114_10_Orbi2_ZC_QC_220_HSAd0-d4-1to4-3_Din	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	100 Da	1	1	120114_10_Orbi2_ZC_QC_220_HSAd0-d4-1to4-3_Din.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002142/120114_10_Orbi2_ZC_QC_220_HSAd0-d4-1to4-3_Din.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
120114_19_Orbi2_ZC_QC_220_HSAd0-d4-1to1-2_Din	homo sapiens	serum	not applicable	not available	1	120114_19_Orbi2_ZC_QC_220_HSAd0-d4-1to1-2_Din	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	100 Da	1	1	120114_19_Orbi2_ZC_QC_220_HSAd0-d4-1to1-2_Din.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002142/120114_19_Orbi2_ZC_QC_220_HSAd0-d4-1to1-2_Din.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
120114_16_Orbi2_ZC_QC_220_HSAd0-d4-1to2-3_Din	homo sapiens	serum	not applicable	not available	1	120114_16_Orbi2_ZC_QC_220_HSAd0-d4-1to2-3_Din	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	100 Da	1	1	120114_16_Orbi2_ZC_QC_220_HSAd0-d4-1to2-3_Din.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002142/120114_16_Orbi2_ZC_QC_220_HSAd0-d4-1to2-3_Din.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
120114_14_Orbi2_ZC_QC_220_HSAd0-d4-1to2-1_Din	homo sapiens	serum	not applicable	not available	1	120114_14_Orbi2_ZC_QC_220_HSAd0-d4-1to2-1_Din	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	100 Da	1	1	120114_14_Orbi2_ZC_QC_220_HSAd0-d4-1to2-1_Din.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002142/120114_14_Orbi2_ZC_QC_220_HSAd0-d4-1to2-1_Din.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
