source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_1_190125133334	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_1_190125133334	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_1_190125133334.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_2	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_3	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_4	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_0h_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_1	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_2	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_3	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_4	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_RPN4_4h_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_wt_0h_1_190125155225	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_wt_0h_1_190125155225	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_wt_0h_1_190125155225.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_wt_0h_2	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_wt_0h_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_wt_0h_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_wt_0h_3	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_wt_0h_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_wt_0h_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_wt_0h_4	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_wt_0h_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_wt_0h_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_wt_4h_1	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_wt_4h_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_wt_4h_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_wt_4h_2	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_wt_4h_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_wt_4h_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_wt_4h_3	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_wt_4h_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_wt_4h_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190124_QX3_JuSc_SA_JS7_1_wt_4h_4	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190124_QX3_JuSc_SA_JS7_1_wt_4h_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190124_QX3_JuSc_SA_JS7_1_wt_4h_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
