source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
cell_pellet_1	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	1	PRT1109_AC14_0_05-R1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_2	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	2	PRT1109_AC14_0-R1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_3	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	3	bwdlpd_s1kcnFDH_p05mM-R2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_4	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	4	PRT1117_8_17_2_mev-R1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_5	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	5	K4e2-R2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_6	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	6	PRT1109_AC14_0_05-R2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_7	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	7	8_17_4-R2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_8	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	8	PRT1117_8_17_4_mev-R3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_9	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	9	PRT1117_ac14_mev-R1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_10	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	10	bwdlpd_s1kcnFDH_p5mM-R1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_11	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	11	bwdlpd_s1kcnFDH_0mM-R2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_12	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	12	PRT1109_AC14_0-R2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_13	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	13	ac14-R3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
cell_pellet_14	Escherichia coli	NT=cell pellet	not applicable	1	not applicable	proteomic profiling assay	proteomic profiling by mass spectrometry	14	PRT1117_8_17_4_mev-R1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
