source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[passage number]	characteristics[material type]	characteristics[compound]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[enrichment process]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[compound]
TurboID-CRBN_HEK293_TC1_DMSO	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_0045	HEK293	fetal	not available	female	not available	Dulbecco's Modified Eagle Medium	not available	cell	dimethyl sulfoxide	streptavidin enrichment	1	run 210920_LU02_sabkeller_TC1_Mpos_DMSO	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GlyGly;AC=UNIMOD:1213;TA=K;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	streptavidin enrichment	1	1	210920_LU02_sabkeller_TC1_Mpos_DMSO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	dimethyl sulfoxide
TurboID-CRBN_HEK293_TC1_CC885	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_0045	HEK293	fetal	not available	female	not available	Dulbecco's Modified Eagle Medium	not available	cell	CC-885	streptavidin enrichment	1	run 210920_LU02_sabkeller_TC1_Mpos_CC	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GlyGly;AC=UNIMOD:1213;TA=K;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	streptavidin enrichment	1	1	210920_LU02_sabkeller_TC1_Mpos_CC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	CC-885
TurboID-CRBN_HEK293_TC2_DMSO	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_0045	HEK293	fetal	not available	female	not available	Dulbecco's Modified Eagle Medium	not available	cell	dimethyl sulfoxide	streptavidin enrichment	2	run 210920_LU02_sabkeller_TC2_Mpos_DMSO	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GlyGly;AC=UNIMOD:1213;TA=K;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	streptavidin enrichment	1	1	210920_LU02_sabkeller_TC2_Mpos_DMSO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	dimethyl sulfoxide
TurboID-CRBN_HEK293_TC2_CC885	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_0045	HEK293	fetal	not available	female	not available	Dulbecco's Modified Eagle Medium	not available	cell	CC-885	streptavidin enrichment	2	run 210920_LU02_sabkeller_TC2_Mpos_CC	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GlyGly;AC=UNIMOD:1213;TA=K;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	streptavidin enrichment	1	1	210920_LU02_sabkeller_TC2_Mpos_CC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	CC-885
TurboID-CRBN_HEK293_TC3_DMSO	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_0045	HEK293	fetal	not available	female	not available	Dulbecco's Modified Eagle Medium	not available	cell	dimethyl sulfoxide	streptavidin enrichment	3	run 210920_LU02_sabkeller_TC3_Mpos_DMSO	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GlyGly;AC=UNIMOD:1213;TA=K;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	streptavidin enrichment	1	1	210920_LU02_sabkeller_TC3_Mpos_DMSO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	dimethyl sulfoxide
TurboID-CRBN_HEK293_TC3_CC885	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_0045	HEK293	fetal	not available	female	not available	Dulbecco's Modified Eagle Medium	not available	cell	CC-885	streptavidin enrichment	3	run 210920_LU02_sabkeller_TC3_Mpos_CC	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=GlyGly;AC=UNIMOD:1213;TA=K;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	streptavidin enrichment	1	1	210920_LU02_sabkeller_TC3_Mpos_CC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	CC-885
