source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample_1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay_1	proteomic profiling by mass spectrometry	1	20191122_SC_Frankel_Lab_IP_set03_08.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.5 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay_2	proteomic profiling by mass spectrometry	2	20191122_SC_Frankel_Lab_IP_set03_12.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	20 ppm	0.5 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_3	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay_3	proteomic profiling by mass spectrometry	3	20191122_SC_Frankel_Lab_IP_set03_07.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	20 ppm	0.5 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_4	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay_4	proteomic profiling by mass spectrometry	4	20191122_SC_Frankel_Lab_IP_set03_04.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=HCD	20 ppm	0.5 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_5	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay_5	proteomic profiling by mass spectrometry	5	20191122_SC_Frankel_Lab_IP_set03_02.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=HCD	20 ppm	0.5 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_6	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay_6	proteomic profiling by mass spectrometry	6	20191122_SC_Frankel_Lab_IP_set03_05.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=HCD	20 ppm	0.5 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_7	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay_7	proteomic profiling by mass spectrometry	7	20191122_SC_Frankel_Lab_IP_set03_03.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=HCD	20 ppm	0.5 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_8	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay_8	proteomic profiling by mass spectrometry	8	20191122_SC_Frankel_Lab_IP_set03_14.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=HCD	20 ppm	0.5 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_9	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay_9	proteomic profiling by mass spectrometry	9	20191122_SC_Frankel_Lab_IP_set03_01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=HCD	20 ppm	0.5 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample_10	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	Assay_10	proteomic profiling by mass spectrometry	10	20191122_SC_Frankel_Lab_IP_set03_09.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=HCD	20 ppm	0.5 Da	not available	NT=ms-proteomics;VV=v1.1.0
