source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20211103-0034_LUM2_1000508_FKJ_JB_M1_01	20211103-0034_LUM2_1000508_FKJ_JB_M1_01	freshwater metagenome	freshwater	not applicable	not available	Quantitative_assessment_of_microbiomes_using_ultra-fast_MS_MS-free_metaproteomics_model_1_and_3	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	20211103-0034_LUM2_1000508_FKJ_JB_M1_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20211103-0034_LUM2_1000508_FKJ_JB_M1_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
20211103-0044_LUM2_1000509_FKJ_JB_M1_02	20211103-0044_LUM2_1000509_FKJ_JB_M1_02	freshwater metagenome	freshwater	not applicable	not available	Quantitative_assessment_of_microbiomes_using_ultra-fast_MS_MS-free_metaproteomics_model_1_and_3	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	20211103-0044_LUM2_1000509_FKJ_JB_M1_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20211103-0044_LUM2_1000509_FKJ_JB_M1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
20211103-0053_LUM2_1000510_FKJ_JB_M1_03	20211103-0053_LUM2_1000510_FKJ_JB_M1_03	freshwater metagenome	freshwater	not applicable	not available	Quantitative_assessment_of_microbiomes_using_ultra-fast_MS_MS-free_metaproteomics_model_1_and_3	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	20211103-0053_LUM2_1000510_FKJ_JB_M1_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20211103-0053_LUM2_1000510_FKJ_JB_M1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
20211103-0111_LUM2_1000512_FKJ_JB_M2_01	20211103-0111_LUM2_1000512_FKJ_JB_M2_01	freshwater metagenome	freshwater	not applicable	not available	Quantitative_assessment_of_microbiomes_using_ultra-fast_MS_MS-free_metaproteomics_model_1_and_3	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	20211103-0111_LUM2_1000512_FKJ_JB_M2_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20211103-0111_LUM2_1000512_FKJ_JB_M2_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
20211103-0120_LUM2_1000513_FKJ_JB_M2_02	20211103-0120_LUM2_1000513_FKJ_JB_M2_02	freshwater metagenome	freshwater	not applicable	not available	Quantitative_assessment_of_microbiomes_using_ultra-fast_MS_MS-free_metaproteomics_model_1_and_3	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	20211103-0120_LUM2_1000513_FKJ_JB_M2_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20211103-0120_LUM2_1000513_FKJ_JB_M2_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
20211103-0129_LUM2_1000514_FKJ_JB_M2_03	20211103-0129_LUM2_1000514_FKJ_JB_M2_03	freshwater metagenome	freshwater	not applicable	not available	Quantitative_assessment_of_microbiomes_using_ultra-fast_MS_MS-free_metaproteomics_model_1_and_3	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	20211103-0129_LUM2_1000514_FKJ_JB_M2_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20211103-0129_LUM2_1000514_FKJ_JB_M2_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
20211103-0148_LUM2_1000516_FKJ_JB_M3_01	20211103-0148_LUM2_1000516_FKJ_JB_M3_01	freshwater metagenome	freshwater	not applicable	not available	Quantitative_assessment_of_microbiomes_using_ultra-fast_MS_MS-free_metaproteomics_model_1_and_3	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	20211103-0148_LUM2_1000516_FKJ_JB_M3_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20211103-0148_LUM2_1000516_FKJ_JB_M3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
20211103-0157_LUM2_1000517_FKJ_JB_M3_02	20211103-0157_LUM2_1000517_FKJ_JB_M3_02	freshwater metagenome	freshwater	not applicable	not available	Quantitative_assessment_of_microbiomes_using_ultra-fast_MS_MS-free_metaproteomics_model_1_and_3	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	20211103-0157_LUM2_1000517_FKJ_JB_M3_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20211103-0157_LUM2_1000517_FKJ_JB_M3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
20211103-0206_LUM2_1000518_FKJ_JB_M3_03	20211103-0206_LUM2_1000518_FKJ_JB_M3_03	freshwater metagenome	freshwater	not applicable	not available	Quantitative_assessment_of_microbiomes_using_ultra-fast_MS_MS-free_metaproteomics_model_1_and_3	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	20211103-0206_LUM2_1000518_FKJ_JB_M3_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20211103-0206_LUM2_1000518_FKJ_JB_M3_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
20211103-0224_LUM2_1000520_FKJ_JB_M4_01	20211103-0224_LUM2_1000520_FKJ_JB_M4_01	freshwater metagenome	freshwater	not applicable	not available	Quantitative_assessment_of_microbiomes_using_ultra-fast_MS_MS-free_metaproteomics_model_1_and_3	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	20211103-0224_LUM2_1000520_FKJ_JB_M4_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20211103-0224_LUM2_1000520_FKJ_JB_M4_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
