source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
KE_ZF_Retina_Control_001	Danio rerio	not available	not available	1	KE_ZF_Retina_Control_001	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Control_001.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Control_002	Danio rerio	not available	not available	1	KE_ZF_Retina_Control_002	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Control_002.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Control_003	Danio rerio	not available	not available	1	KE_ZF_Retina_Control_003	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Control_003.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Control_004	Danio rerio	not available	not available	1	KE_ZF_Retina_Control_004	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Control_004.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Control_005	Danio rerio	not available	not available	1	KE_ZF_Retina_Control_005	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Control_005.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Control_006	Danio rerio	not available	not available	1	KE_ZF_Retina_Control_006	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Control_006.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Control_007	Danio rerio	not available	not available	1	KE_ZF_Retina_Control_007	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Control_007.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Control_008	Danio rerio	not available	not available	1	KE_ZF_Retina_Control_008	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Control_008.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Control_009	Danio rerio	not available	not available	1	KE_ZF_Retina_Control_009	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Control_009.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Control_010	Danio rerio	not available	not available	1	KE_ZF_Retina_Control_010	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Control_010.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Degenerated_011	Danio rerio	not available	not available	1	KE_ZF_Retina_Degenerated_011	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Degenerated_011.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Degenerated_012	Danio rerio	not available	not available	1	KE_ZF_Retina_Degenerated_012	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Degenerated_012.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
KE_ZF_Retina_Degenerated_013	Danio rerio	not available	not available	1	KE_ZF_Retina_Degenerated_013	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q-Tof Premier;AC=MS:1000632	NT=Trypsin;AC=MS:1001251	1	1	KE_ZF_Retina_Degenerated_013.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
