source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Preterm_Laboring_2	Homo sapiens	Lung	not applicable	not available	1	Preterm_Laboring_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Preterm_Laboring_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000226/Preterm_Laboring_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Lung
Non_Laboring_1	Homo sapiens	Lung	not applicable	not available	1	Non_Laboring_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Non_Laboring_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000226/Non_Laboring_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Lung
Preterm_Laboring_3	Homo sapiens	Lung	not applicable	not available	1	Preterm_Laboring_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Preterm_Laboring_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000226/Preterm_Laboring_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Lung
Laboring_2	Homo sapiens	Lung	not applicable	not available	1	Laboring_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Laboring_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000226/Laboring_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Lung
Laboring_3	Homo sapiens	Lung	not applicable	not available	1	Laboring_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Laboring_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000226/Laboring_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Lung
Non_Laboring_3	Homo sapiens	Lung	not applicable	not available	1	Non_Laboring_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Non_Laboring_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000226/Non_Laboring_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Lung
Laboring_1	Homo sapiens	Lung	not applicable	not available	1	Laboring_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Laboring_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000226/Laboring_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Lung
Non_Laboring_2	Homo sapiens	Lung	not applicable	not available	1	Non_Laboring_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Non_Laboring_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000226/Non_Laboring_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Lung
Preterm_Laboring_1	Homo sapiens	Lung	not applicable	not available	1	Preterm_Laboring_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Preterm_Laboring_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000226/Preterm_Laboring_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Lung
