source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
EcoliRep1_1	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	EcoliRep1_1	proteomic profiling by mass spectrometry	1	LongSwath_MEPCEJune7-Biorep1.wiff	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EcoliRep1_2	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	EcoliRep1_2	proteomic profiling by mass spectrometry	2	IDA_MEPCEJune7-Biorep1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EcoliRep2_1	Escherichia coli	not available	not available	2	not available	not available	not available	not available	not available	EcoliRep2_1	proteomic profiling by mass spectrometry	1	LongSwath_MEPCEJune7-Biorep2.wiff	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EcoliRep2_2	Escherichia coli	not available	not available	2	not available	not available	not available	not available	not available	EcoliRep2_2	proteomic profiling by mass spectrometry	2	IDA_MEPCEJune7-Biorep2.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EcoliRep3_1	Escherichia coli	not available	not available	3	not available	not available	not available	not available	not available	EcoliRep3_1	proteomic profiling by mass spectrometry	1	LongSwath_MEPCEJune7-Biorep3.wiff	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
EcoliRep3_2	Escherichia coli	not available	not available	3	not available	not available	not available	not available	not available	EcoliRep3_2	proteomic profiling by mass spectrometry	2	IDA_MEPCEJune7-Biorep3.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
GFPRep1_1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	GFPRep1_1	proteomic profiling by mass spectrometry	1	LongSwath_GFPJune7-Biorep1.wiff	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
GFPRep1_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	GFPRep1_2	proteomic profiling by mass spectrometry	2	IDA_GFPJune7-Biorep1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
GFPRep2_1	Homo sapiens	not available	not available	2	not available	not available	not available	not available	not available	GFPRep2_1	proteomic profiling by mass spectrometry	1	LongSwath_GFPJune7-Biorep2.wiff	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
GFPRep2_2	Homo sapiens	not available	not available	2	not available	not available	not available	not available	not available	GFPRep2_2	proteomic profiling by mass spectrometry	2	IDA_GFPJune7-Biorep2.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
