source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20171208_FB_Benedikt_MDAMB468par_2	Homo sapiens	Epithelial cell	not available	not available	not available	1	20171208_FB_Benedikt_MDAMB468par_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20171208_FB_Benedikt_MDAMB468par_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
20171208_FB_Benedikt_BT549DoxR_3	Homo sapiens	Epithelial cell	not available	not available	not available	1	20171208_FB_Benedikt_BT549DoxR_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20171208_FB_Benedikt_BT549DoxR_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
20171208_FB_Benedikt_MDAMB4685FUR_2	Homo sapiens	Epithelial cell	not available	not available	not available	1	20171208_FB_Benedikt_MDAMB4685FUR_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20171208_FB_Benedikt_MDAMB4685FUR_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
20171208_FB_Benedikt_BT549par_2	Homo sapiens	Epithelial cell	not available	not available	not available	1	20171208_FB_Benedikt_BT549par_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20171208_FB_Benedikt_BT549par_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
20171208_FB_Benedikt_BT549par_3	Homo sapiens	Epithelial cell	not available	not available	not available	1	20171208_FB_Benedikt_BT549par_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20171208_FB_Benedikt_BT549par_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
20171208_FB_Benedikt_MDAMB4685FUR_1	Homo sapiens	Epithelial cell	not available	not available	not available	1	20171208_FB_Benedikt_MDAMB4685FUR_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20171208_FB_Benedikt_MDAMB4685FUR_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
20171208_FB_Benedikt_BT549par_1	Homo sapiens	Epithelial cell	not available	not available	not available	1	20171208_FB_Benedikt_BT549par_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20171208_FB_Benedikt_BT549par_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
20171208_FB_Benedikt_MDAMB4685FUR_3	Homo sapiens	Epithelial cell	not available	not available	not available	1	20171208_FB_Benedikt_MDAMB4685FUR_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20171208_FB_Benedikt_MDAMB4685FUR_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
20171208_FB_Benedikt_BT549DoxR_2	Homo sapiens	Epithelial cell	not available	not available	not available	1	20171208_FB_Benedikt_BT549DoxR_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20171208_FB_Benedikt_BT549DoxR_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
20171208_FB_Benedikt_MDAMB468par_3	Homo sapiens	Epithelial cell	not available	not available	not available	1	20171208_FB_Benedikt_MDAMB468par_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20171208_FB_Benedikt_MDAMB468par_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell
