source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[treatment]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[culture medium]	characteristics[sample storage temperature]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	factor value[source name]
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	17	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	18	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	19	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr20rerun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	20	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	21	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr22rerun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	22	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr23rerun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	23	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr24rerun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	24	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	1	Ctrl1_s5_fr9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	9	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-1
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr02rerun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	9	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
