source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20210310_Q2_ColID_193_2483_14	Homo sapiens	Cell culture	not available	not available	not available	1	20210310_Q2_ColID_193_2483_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20210310_Q2_ColID_193_2483_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
20210310_Q2_ColID_193_2483_13	Homo sapiens	Cell culture	not available	not available	not available	1	20210310_Q2_ColID_193_2483_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20210310_Q2_ColID_193_2483_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
20210310_Q2_ColID_193_2483_12	Homo sapiens	Cell culture	not available	not available	not available	1	20210310_Q2_ColID_193_2483_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20210310_Q2_ColID_193_2483_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
20210310_Q2_ColID_193_2483_09	Homo sapiens	Cell culture	not available	not available	not available	1	20210310_Q2_ColID_193_2483_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20210310_Q2_ColID_193_2483_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
20210310_Q2_ColID_193_2483_16	Homo sapiens	Cell culture	not available	not available	not available	1	20210310_Q2_ColID_193_2483_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20210310_Q2_ColID_193_2483_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
20210310_Q2_ColID_193_2483_04	Homo sapiens	Cell culture	not available	not available	not available	1	20210310_Q2_ColID_193_2483_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20210310_Q2_ColID_193_2483_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
20210310_Q2_ColID_193_2483_15	Homo sapiens	Cell culture	not available	not available	not available	1	20210310_Q2_ColID_193_2483_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20210310_Q2_ColID_193_2483_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
20210310_Q2_ColID_193_2483_10	Homo sapiens	Cell culture	not available	not available	not available	1	20210310_Q2_ColID_193_2483_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20210310_Q2_ColID_193_2483_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
20210310_Q2_ColID_193_2483_03	Homo sapiens	Cell culture	not available	not available	not available	1	20210310_Q2_ColID_193_2483_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20210310_Q2_ColID_193_2483_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
20210310_Q2_ColID_193_2483_01	Homo sapiens	Cell culture	not available	not available	not available	1	20210310_Q2_ColID_193_2483_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20210310_Q2_ColID_193_2483_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Cell culture
