source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
130420_04_QEx_LA_Fe11_pH4	130420_04_QEx_LA_Fe11_pH4	Mus musculus	Epithelial cell	not applicable	Disease free	Protein_turnover_rate_along_the_gastrointestinal_tract_is_coordinated_by_the_spatial_location_and_the_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Epithelial cell	Disease free	1	130420_04_QEx_LA_Fe11_pH4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Lys-C;AC=MS:1001309	not available	1	1	130420_04_QEx_LA_Fe11_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Epithelial cell
130420_06_QEx_LA_Fe11_pH6	130420_06_QEx_LA_Fe11_pH6	Mus musculus	Epithelial cell	not applicable	Disease free	Protein_turnover_rate_along_the_gastrointestinal_tract_is_coordinated_by_the_spatial_location_and_the_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Epithelial cell	Disease free	1	130420_06_QEx_LA_Fe11_pH6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Lys-C;AC=MS:1001309	not available	1	1	130420_06_QEx_LA_Fe11_pH6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Epithelial cell
130422_06_QEx_LA_Fe6_pH3	130422_06_QEx_LA_Fe6_pH3	Mus musculus	Epithelial cell	not applicable	Disease free	Protein_turnover_rate_along_the_gastrointestinal_tract_is_coordinated_by_the_spatial_location_and_the_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Epithelial cell	Disease free	1	130422_06_QEx_LA_Fe6_pH3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Lys-C;AC=MS:1001309	not available	1	1	130422_06_QEx_LA_Fe6_pH3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Epithelial cell
130422_09_QEx_LA_Fe6_pH6	130422_09_QEx_LA_Fe6_pH6	Mus musculus	Epithelial cell	not applicable	Disease free	Protein_turnover_rate_along_the_gastrointestinal_tract_is_coordinated_by_the_spatial_location_and_the_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Epithelial cell	Disease free	1	130422_09_QEx_LA_Fe6_pH6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Lys-C;AC=MS:1001309	not available	1	1	130422_09_QEx_LA_Fe6_pH6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Epithelial cell
130423_05_QEx_LA_Fe3_pH8	130423_05_QEx_LA_Fe3_pH8	Mus musculus	Epithelial cell	not applicable	Disease free	Protein_turnover_rate_along_the_gastrointestinal_tract_is_coordinated_by_the_spatial_location_and_the_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Epithelial cell	Disease free	1	130423_05_QEx_LA_Fe3_pH8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Lys-C;AC=MS:1001309	not available	1	1	130423_05_QEx_LA_Fe3_pH8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Epithelial cell
130424_04_QEx_LA_Fe0_pH4	130424_04_QEx_LA_Fe0_pH4	Mus musculus	Epithelial cell	not applicable	Disease free	Protein_turnover_rate_along_the_gastrointestinal_tract_is_coordinated_by_the_spatial_location_and_the_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Epithelial cell	Disease free	1	130424_04_QEx_LA_Fe0_pH4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Lys-C;AC=MS:1001309	not available	1	1	130424_04_QEx_LA_Fe0_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Epithelial cell
130424_07_QEx_LA_Fe0_pH8	130424_07_QEx_LA_Fe0_pH8	Mus musculus	Epithelial cell	not applicable	Disease free	Protein_turnover_rate_along_the_gastrointestinal_tract_is_coordinated_by_the_spatial_location_and_the_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Epithelial cell	Disease free	1	130424_07_QEx_LA_Fe0_pH8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Lys-C;AC=MS:1001309	not available	1	1	130424_07_QEx_LA_Fe0_pH8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Epithelial cell
130702_03_QEx_LA_58_3D_pH11	130702_03_QEx_LA_58_3D_pH11	Mus musculus	Epithelial cell	not applicable	Disease free	Protein_turnover_rate_along_the_gastrointestinal_tract_is_coordinated_by_the_spatial_location_and_the_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Epithelial cell	Disease free	1	130702_03_QEx_LA_58_3D_pH11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Lys-C;AC=MS:1001309	not available	1	1	130702_03_QEx_LA_58_3D_pH11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Epithelial cell
130702_10_QEx_LA_IE_1D_pH3	130702_10_QEx_LA_IE_1D_pH3	Mus musculus	Epithelial cell	not applicable	Disease free	Protein_turnover_rate_along_the_gastrointestinal_tract_is_coordinated_by_the_spatial_location_and_the_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Epithelial cell	Disease free	1	130702_10_QEx_LA_IE_1D_pH3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Lys-C;AC=MS:1001309	not available	1	1	130702_10_QEx_LA_IE_1D_pH3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Epithelial cell
130702_11_QEx_LA_IE_1D_pH11	130702_11_QEx_LA_IE_1D_pH11	Mus musculus	Epithelial cell	not applicable	Disease free	Protein_turnover_rate_along_the_gastrointestinal_tract_is_coordinated_by_the_spatial_location_and_the_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Epithelial cell	Disease free	1	130702_11_QEx_LA_IE_1D_pH11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Lys-C;AC=MS:1001309	not available	1	1	130702_11_QEx_LA_IE_1D_pH11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Epithelial cell
