source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[sex]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	factor value[organism part]
IF_2	opsanus beta	intestinal juice	1	normal	tissue	not available	not available	IF_2.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD004135/IF_2.raw	v3.0.0	ms-proteomics v1.1.0	vertebrates v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	label free sample	1	10 ppm	0.4 Da	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	intestinal juice
IF_3	opsanus beta	intestinal juice	2	normal	tissue	not available	not available	IF_3.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD004135/IF_3.raw	v3.0.0	ms-proteomics v1.1.0	vertebrates v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	label free sample	1	10 ppm	0.4 Da	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	intestinal juice
Matrix_1-2	opsanus beta	intestine	1	normal	tissue	not available	not available	Matrix_1-2_150429225102.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD004135/Matrix_1-2_150429225102.raw	v3.0.0	ms-proteomics v1.1.0	vertebrates v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	label free sample	1	10 ppm	0.4 Da	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	intestine
Matrix_3-4	opsanus beta	intestine	2	normal	tissue	not available	not available	Matrix_3-4.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD004135/Matrix_3-4.raw	v3.0.0	ms-proteomics v1.1.0	vertebrates v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	label free sample	1	10 ppm	0.4 Da	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	intestine
Matrix_5-6	opsanus beta	intestine	3	normal	tissue	not available	not available	Matrix_5-6.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/09/PXD004135/Matrix_5-6.raw	v3.0.0	ms-proteomics v1.1.0	vertebrates v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1003096	NT=Trypsin;AC=MS:1001251	label free sample	1	10 ppm	0.4 Da	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	intestine
