source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_1	Komagataella pastoris	not available	not available	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_10	Komagataella pastoris	not available	not available	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_11	Komagataella pastoris	not available	not available	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_12	Komagataella pastoris	not available	not available	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_13	Komagataella pastoris	not available	not available	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_14	Komagataella pastoris	not available	not available	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_15	Komagataella pastoris	not available	not available	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_16	Komagataella pastoris	not available	not available	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_17	Komagataella pastoris	not available	not available	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_18	Komagataella pastoris	not available	not available	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_18	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230217_MK_E1200_MWN_FAIMS_2CV_15CM_70MIN_1617_DDA_500ng_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
