source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
histologic_chorioamnionitis_1	Homo sapiens	blood plasma	not available	chorioamnionitis	histologic_chorioamnionitis	1	run_1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20181206_bundang_case1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	histologic_chorioamnionitis
histologic_chorioamnionitis_2	Homo sapiens	blood plasma	not available	chorioamnionitis	histologic_chorioamnionitis	2	run_2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20181206_bundang_case10_re.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	histologic_chorioamnionitis
histologic_chorioamnionitis_3	Homo sapiens	blood plasma	not available	chorioamnionitis	histologic_chorioamnionitis	3	run_3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20181206_bundang_case2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	histologic_chorioamnionitis
histologic_chorioamnionitis_4	Homo sapiens	blood plasma	not available	chorioamnionitis	histologic_chorioamnionitis	4	run_4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20181206_bundang_case3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	histologic_chorioamnionitis
histologic_chorioamnionitis_5	Homo sapiens	blood plasma	not available	chorioamnionitis	histologic_chorioamnionitis	5	run_5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20181206_bundang_case4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	histologic_chorioamnionitis
histologic_chorioamnionitis_6	Homo sapiens	blood plasma	not available	chorioamnionitis	histologic_chorioamnionitis	6	run_6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20181206_bundang_case5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	histologic_chorioamnionitis
histologic_chorioamnionitis_7	Homo sapiens	blood plasma	not available	chorioamnionitis	histologic_chorioamnionitis	7	run_7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20181206_bundang_case6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	histologic_chorioamnionitis
histologic_chorioamnionitis_8	Homo sapiens	blood plasma	not available	chorioamnionitis	histologic_chorioamnionitis	8	run_8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20181206_bundang_case7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	histologic_chorioamnionitis
histologic_chorioamnionitis_9	Homo sapiens	blood plasma	not available	chorioamnionitis	histologic_chorioamnionitis	9	run_9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20181206_bundang_case8_re.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	histologic_chorioamnionitis
histologic_chorioamnionitis_10	Homo sapiens	blood plasma	not available	chorioamnionitis	histologic_chorioamnionitis	10	run_10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	20181206_bundang_case9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	histologic_chorioamnionitis
