source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
17mar_DG_C2	17mar_DG_C2	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	17mar_DG_C2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	17mar_DG_C2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
17mar_DG_C4	17mar_DG_C4	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	17mar_DG_C4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	17mar_DG_C4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
17mar_DG_pellet_S40	17mar_DG_pellet_S40	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	17mar_DG_pellet_S40	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	17mar_DG_pellet_S40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
17mar_DG_S112	17mar_DG_S112	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	17mar_DG_S112	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	17mar_DG_S112.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
17mar_DG_S113	17mar_DG_S113	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	17mar_DG_S113	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	17mar_DG_S113.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
17mar_DG_S45	17mar_DG_S45	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	17mar_DG_S45	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	17mar_DG_S45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
20mar_DG_C5	20mar_DG_C5	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	20mar_DG_C5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20mar_DG_C5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
20mar_DG_C6	20mar_DG_C6	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	20mar_DG_C6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20mar_DG_C6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
20mar_DG_C9	20mar_DG_C9	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	20mar_DG_C9	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20mar_DG_C9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
20mar_DG_S55	20mar_DG_S55	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	20mar_DG_S55	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20mar_DG_S55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
20mar_DG_S64	20mar_DG_S64	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	20mar_DG_S64	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20mar_DG_S64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
20mar_DG_S65	20mar_DG_S65	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	20mar_DG_S65	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20mar_DG_S65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
20mar_DG_S66	20mar_DG_S66	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	20mar_DG_S66	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20mar_DG_S66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
20mar_DG_S98	20mar_DG_S98	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	20mar_DG_S98	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20mar_DG_S98.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
20mar_DG_S99	20mar_DG_S99	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	20mar_DG_S99	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20mar_DG_S99.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
21mar_DG_S100	21mar_DG_S100	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	21mar_DG_S100	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	21mar_DG_S100.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
21mar_DG_s106	21mar_DG_s106	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	21mar_DG_s106	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	21mar_DG_s106.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
