source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[carbon source]	characteristics[proteomics assay]	characteristics[strain]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[carbon source]	factor value[sampling time]
heavy-standard-for-ethanol-S11	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_01_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-4-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_01_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S12-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	102 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_03_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-4-SILAC light	proteomic profiling by mass spectrometry	1	170610_03_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	102 minute
heavy-standard-for-ethanol-S12	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_03_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-4-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_03_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S13-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	132 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_05_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-7-SILAC light	proteomic profiling by mass spectrometry	1	170610_05_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	132 minute
heavy-standard-for-ethanol-S13	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_05_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-7-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_05_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S14-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	132 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_07_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-7-SILAC light	proteomic profiling by mass spectrometry	1	170610_07_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	132 minute
heavy-standard-for-ethanol-S14	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_07_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-7-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_07_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S15-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	132 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_09_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-7-SILAC light	proteomic profiling by mass spectrometry	1	170610_09_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	132 minute
heavy-standard-for-ethanol-S15	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_09_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-7-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_09_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S16-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	142 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_11_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-8-SILAC light	proteomic profiling by mass spectrometry	1	170610_11_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	142 minute
heavy-standard-for-ethanol-S16	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_11_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-8-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_11_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S17-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	142 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_13_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-8-SILAC light	proteomic profiling by mass spectrometry	1	170610_13_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	142 minute
heavy-standard-for-ethanol-S17	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_13_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-8-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_13_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S18-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	142 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_15_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-8-SILAC light	proteomic profiling by mass spectrometry	1	170610_15_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	142 minute
heavy-standard-for-ethanol-S18	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_15_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-8-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_15_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S19-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	162 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_17_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-10-SILAC light	proteomic profiling by mass spectrometry	1	170610_17_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	162 minute
heavy-standard-for-ethanol-S19	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_17_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-10-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_17_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S20-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	162 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_19_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-10-SILAC light	proteomic profiling by mass spectrometry	1	170610_19_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	162 minute
heavy-standard-for-ethanol-S20	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_19_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-10-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_19_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S21-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	162 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_21_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-10-SILAC light	proteomic profiling by mass spectrometry	1	170610_21_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	162 minute
heavy-standard-for-ethanol-S21	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170610_21_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-10-SILAC heavy	proteomic profiling by mass spectrometry	1	170610_21_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S7-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	92 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_04_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-3	proteomic profiling by mass spectrometry	1	170904_04_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	92 minute
ethanol-S13-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	132 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_06_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-7	proteomic profiling by mass spectrometry	1	170904_06_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R1-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	132 minute
ethanol-S8-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	92 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_08_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-3	proteomic profiling by mass spectrometry	1	170904_08_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	92 minute
ethanol-S14-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	132 minute	ethanol	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170904_10_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-7	proteomic profiling by mass spectrometry	1	170904_10_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_EtOH_P-R2-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	ethanol	132 minute
