source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Exp1_Fraction_3	Burkholderia thailandensis e555	Not available	1	Exp1_Fraction_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	Exp1_Fraction_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Exp1_Fraction_2	Burkholderia thailandensis e555	Not available	1	Exp1_Fraction_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	Exp1_Fraction_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Exp2_Fraction_2rpt	Burkholderia thailandensis e555	Not available	1	Exp2_Fraction_2rpt	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	Exp2_Fraction_2rpt.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Exp1_Fraction_1	Burkholderia thailandensis e555	Not available	1	Exp1_Fraction_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	Exp1_Fraction_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Exp1_Fraction_4	Burkholderia thailandensis e555	Not available	1	Exp1_Fraction_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	Exp1_Fraction_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Exp1_Fraction_5	Burkholderia thailandensis e555	Not available	1	Exp1_Fraction_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	Exp1_Fraction_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Exp2_Fraction_3	Burkholderia thailandensis e555	Not available	1	Exp2_Fraction_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	Exp2_Fraction_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Exp2_Fraction_5	Burkholderia thailandensis e555	Not available	1	Exp2_Fraction_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	Exp2_Fraction_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Exp2_Fraction_4	Burkholderia thailandensis e555	Not available	1	Exp2_Fraction_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	Exp2_Fraction_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
Exp2_Fraction_1rpt	Burkholderia thailandensis e555	Not available	1	Exp2_Fraction_1rpt	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	Exp2_Fraction_1rpt.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
