source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Escherichia coli	not available	not applicable	1	not applicable	Assay1	proteomic profiling by mass spectrometry	1	200602_03_Orbi2_KN_SER_G240_TYMRI_Reier_G9_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample2	Escherichia coli	not available	not applicable	1	not applicable	Assay2	proteomic profiling by mass spectrometry	1	200525_05_Orbi2_KN_SER_G240_TYMRI_Reier_G2_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample3	Escherichia coli	not available	not applicable	1	not applicable	Assay3	proteomic profiling by mass spectrometry	1	200525_03_Orbi2_KN_SER_G240_TYMRI_Reier_G23_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample4	Escherichia coli	not available	not applicable	1	not applicable	Assay4	proteomic profiling by mass spectrometry	1	200605_13_Orbi2_KN_SER_G240_TYMRI_Reier_G7_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample5	Escherichia coli	not available	not applicable	1	not applicable	Assay5	proteomic profiling by mass spectrometry	1	200602_07_Orbi2_KN_SER_G240_TYMRI_Reier_G16_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample6	Escherichia coli	not available	not applicable	1	not applicable	Assay6	proteomic profiling by mass spectrometry	1	200602_05_Orbi2_KN_SER_G240_TYMRI_Reier_G17_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample7	Escherichia coli	not available	not applicable	1	not applicable	Assay7	proteomic profiling by mass spectrometry	1	200603_11_Orbi2_KN_SER_G240_TYMRI_Reier_G18_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample8	Escherichia coli	not available	not applicable	1	not applicable	Assay8	proteomic profiling by mass spectrometry	1	200605_07_Orbi2_KN_SER_G240_TYMRI_Reier_G15_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample9	Escherichia coli	not available	not applicable	1	not applicable	Assay9	proteomic profiling by mass spectrometry	1	200604_05_Orbi2_KN_SER_G240_TYMRI_Reier_G5_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	9	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample10	Escherichia coli	not available	not applicable	1	not applicable	Assay10	proteomic profiling by mass spectrometry	1	200519_09_Orbi2_KN_SER_G240_TYMRI_Reier_G24_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	10	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample11	Escherichia coli	not available	not applicable	1	not applicable	Assay11	proteomic profiling by mass spectrometry	1	200605_17_Orbi2_KN_SER_G240_TYMRI_Reier_G12_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	11	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample12	Escherichia coli	not available	not applicable	1	not applicable	Assay12	proteomic profiling by mass spectrometry	1	200605_19_Orbi2_KN_SER_G240_TYMRI_Reier_G8_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	12	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample13	Escherichia coli	not available	not applicable	1	not applicable	Assay13	proteomic profiling by mass spectrometry	1	200605_21_Orbi2_KN_SER_G240_TYMRI_Reier_G14_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	13	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample14	Escherichia coli	not available	not applicable	1	not applicable	Assay14	proteomic profiling by mass spectrometry	1	200603_07_Orbi2_KN_SER_G240_TYMRI_Reier_G13_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	14	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample15	Escherichia coli	not available	not applicable	1	not applicable	Assay15	proteomic profiling by mass spectrometry	1	200603_09_Orbi2_KN_SER_G240_TYMRI_Reier_G4_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	15	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample16	Escherichia coli	not available	not applicable	1	not applicable	Assay16	proteomic profiling by mass spectrometry	1	200519_11_Orbi2_KN_SER_G240_TYMRI_Reier_G11_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	16	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample17	Escherichia coli	not available	not applicable	1	not applicable	Assay17	proteomic profiling by mass spectrometry	1	200605_09_Orbi2_KN_SER_G240_TYMRI_Reier_G10_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	17	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample18	Escherichia coli	not available	not applicable	1	not applicable	Assay18	proteomic profiling by mass spectrometry	1	200604_01_Orbi2_KN_SER_G240_TYMRI_Reier_G21_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	18	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample19	Escherichia coli	not available	not applicable	1	not applicable	Assay19	proteomic profiling by mass spectrometry	1	200605_11_Orbi2_KN_SER_G240_TYMRI_Reier_G19_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	19	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample20	Escherichia coli	not available	not applicable	1	not applicable	Assay20	proteomic profiling by mass spectrometry	1	200605_15_Orbi2_KN_SER_G240_TYMRI_Reier_G1_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	20	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample21	Escherichia coli	not available	not applicable	1	not applicable	Assay21	proteomic profiling by mass spectrometry	1	200525_07_Orbi2_KN_SER_G240_TYMRI_Reier_G6_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	21	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample22	Escherichia coli	not available	not applicable	1	not applicable	Assay22	proteomic profiling by mass spectrometry	1	200603_03_Orbi2_KN_SER_G240_TYMRI_Reier_G3_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	22	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample23	Escherichia coli	not available	not applicable	1	not applicable	Assay23	proteomic profiling by mass spectrometry	1	200604_03_Orbi2_KN_SER_G240_TYMRI_Reier_G22_2ug.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	23	NT=collision-induced dissociation;AC=MS:1000133	8 ppm	20 ppm	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
