source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample_1	Escherichia coli	not available	not available	1	not available	Assay_1	proteomic profiling by mass spectrometry	1	20181026_AlCH_KCl_P_1_2_8506.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	4.5 ppm	0.5 Da	NT=carbamidomethylation (Cys);NT=oxidation (Met);NT=N-term acetylation;NT=phosphorylation (Ser, Thr, Tyr)
Sample_2	Escherichia coli	not available	not available	1	not available	Assay_2	proteomic profiling by mass spectrometry	1	20181026_AlCH_noKCl_P_1_2_8515.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	4.5 ppm	0.5 Da	NT=carbamidomethylation (Cys);NT=oxidation (Met);NT=N-term acetylation;NT=phosphorylation (Ser, Thr, Tyr)
Sample_3	Escherichia coli	not available	not available	1	not available	Assay_3	proteomic profiling by mass spectrometry	1	20181026_AlCH_noKCl_P_4_3_8525.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	4.5 ppm	0.5 Da	NT=carbamidomethylation (Cys);NT=oxidation (Met);NT=N-term acetylation;NT=phosphorylation (Ser, Thr, Tyr)
Sample_4	Escherichia coli	not available	not available	1	not available	Assay_4	proteomic profiling by mass spectrometry	1	20181026_AlCH_noKCl_P_4_2_8524.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	4.5 ppm	0.5 Da	NT=carbamidomethylation (Cys);NT=oxidation (Met);NT=N-term acetylation;NT=phosphorylation (Ser, Thr, Tyr)
Sample_5	Escherichia coli	not available	not available	1	not available	Assay_5	proteomic profiling by mass spectrometry	1	20170620_AlCH_8_5589.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	4.5 ppm	0.5 Da	NT=carbamidomethylation (Cys);NT=oxidation (Met);NT=N-term acetylation;NT=phosphorylation (Ser, Thr, Tyr)
Sample_6	Escherichia coli	not available	not available	1	not available	Assay_6	proteomic profiling by mass spectrometry	1	20181026_AlCH_KCl_P_2_3_8509.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	4.5 ppm	0.5 Da	NT=carbamidomethylation (Cys);NT=oxidation (Met);NT=N-term acetylation;NT=phosphorylation (Ser, Thr, Tyr)
Sample_7	Escherichia coli	not available	not available	1	not available	Assay_7	proteomic profiling by mass spectrometry	1	20181011_AlCH_NoKCl_DR_2_1_8427_181013165317.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	4.5 ppm	0.5 Da	NT=carbamidomethylation (Cys);NT=oxidation (Met);NT=N-term acetylation;NT=phosphorylation (Ser, Thr, Tyr)
Sample_8	Escherichia coli	not available	not available	1	not available	Assay_8	proteomic profiling by mass spectrometry	1	20181011_AlCH_NoKCl_DR_2_1_8427_181013192158.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	4.5 ppm	0.5 Da	NT=carbamidomethylation (Cys);NT=oxidation (Met);NT=N-term acetylation;NT=phosphorylation (Ser, Thr, Tyr)
Sample_9	Escherichia coli	not available	not available	1	not available	Assay_9	proteomic profiling by mass spectrometry	1	20170629_AlCH_2_U112_6-7_5629.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	4.5 ppm	0.5 Da	NT=carbamidomethylation (Cys);NT=oxidation (Met);NT=N-term acetylation;NT=phosphorylation (Ser, Thr, Tyr)
Sample_10	Escherichia coli	not available	not available	1	not available	Assay_10	proteomic profiling by mass spectrometry	1	20181011_AlCH_KCl_1_3_8417.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher-energy collisional dissociation	4.5 ppm	0.5 Da	NT=carbamidomethylation (Cys);NT=oxidation (Met);NT=N-term acetylation;NT=phosphorylation (Ser, Thr, Tyr)
