source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S1	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S10	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S11	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S12	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S13	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S14	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S15	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S16	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S17	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S18	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S18	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S19	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S2	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S20	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S20	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S21	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S21	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S22	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S22	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S23	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S23	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S24	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S24	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S25	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S25	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S26	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S26	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S27	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S28	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S28	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S29	Komagataella pastoris	not available	not available	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S29	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230331_FJ_E1200_MWN_15cm_140min_1617_Secretome_500ng_S29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
