source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
2484_PA_iTRAQ_batch1_FrGroup_14_SP3	Mus musculus	Brain	not available	not available	1	2484_PA_iTRAQ_batch1_FrGroup_14_SP3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2484_PA_iTRAQ_batch1_FrGroup_14_SP3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Brain
2484_PA_iTRAQ_batch3_FrGroup_18_SP3	Mus musculus	Brain	not available	not available	1	2484_PA_iTRAQ_batch3_FrGroup_18_SP3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2484_PA_iTRAQ_batch3_FrGroup_18_SP3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Brain
2484_PA_iTRAQ_batch4_FrGroup_20_SP3	Mus musculus	Brain	not available	not available	1	2484_PA_iTRAQ_batch4_FrGroup_20_SP3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2484_PA_iTRAQ_batch4_FrGroup_20_SP3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Brain
2484_PA_iTRAQ_batch3_FrGroup_11_SP3	Mus musculus	Brain	not available	not available	1	2484_PA_iTRAQ_batch3_FrGroup_11_SP3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2484_PA_iTRAQ_batch3_FrGroup_11_SP3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Brain
2484_PA_iTRAQ_batch1_FrGroup_6_SP3	Mus musculus	Brain	not available	not available	1	2484_PA_iTRAQ_batch1_FrGroup_6_SP3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2484_PA_iTRAQ_batch1_FrGroup_6_SP3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Brain
2484_PA_iTRAQ_batch3_FrGroup_8_SP3	Mus musculus	Brain	not available	not available	1	2484_PA_iTRAQ_batch3_FrGroup_8_SP3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2484_PA_iTRAQ_batch3_FrGroup_8_SP3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Brain
2771_PA_B1_F12	Mus musculus	Brain	not available	not available	1	2771_PA_B1_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2771_PA_B1_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Brain
2484_PA_iTRAQ_batch4_FrGroup_9_SP3	Mus musculus	Brain	not available	not available	1	2484_PA_iTRAQ_batch4_FrGroup_9_SP3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2484_PA_iTRAQ_batch4_FrGroup_9_SP3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Brain
2484_PA_iTRAQ_batch4_FrGroup_2_SP3	Mus musculus	Brain	not available	not available	1	2484_PA_iTRAQ_batch4_FrGroup_2_SP3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2484_PA_iTRAQ_batch4_FrGroup_2_SP3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Brain
2771_PA_B4_F20	Mus musculus	Brain	not available	not available	1	2771_PA_B4_F20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	2771_PA_B4_F20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Brain
