source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20111101_QE2_KBE_SA_E20a_NGF_TrkA_A0A120A120X_SCX_TiO2_S13_S14_14	Homo sapiens	Epithelial cell	sh-sy5y	Neuroblastoma	14	20111101_QE2_KBE_SA_E20a_NGF_TrkA_A0A120A120X_SCX_TiO2_S13_S14_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20111101_QE2_KBE_SA_E20a_NGF_TrkA_A0A120A120X_SCX_TiO2_S13_S14_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001115/20111101_QE2_KBE_SA_E20a_NGF_TrkA_A0A120A120X_SCX_TiO2_S13_S14_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
20111109_QE2_KBE_SA_E20a_NGF_TrkA_B0B10B45_SCX_TiO2_S07_S08_05	Homo sapiens	Epithelial cell	sh-sy5y	Neuroblastoma	5	20111109_QE2_KBE_SA_E20a_NGF_TrkA_B0B10B45_SCX_TiO2_S07_S08_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20111109_QE2_KBE_SA_E20a_NGF_TrkA_B0B10B45_SCX_TiO2_S07_S08_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001115/20111109_QE2_KBE_SA_E20a_NGF_TrkA_B0B10B45_SCX_TiO2_S07_S08_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
20130627_QE5_UPLC8_KBE_SA_TRKA_INTERACTOME_2B_02	Homo sapiens	Epithelial cell	sh-sy5y	Neuroblastoma	2	20130627_QE5_UPLC8_KBE_SA_TRKA_INTERACTOME_2B_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130627_QE5_UPLC8_KBE_SA_TRKA_INTERACTOME_2B_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001115/20130627_QE5_UPLC8_KBE_SA_TRKA_INTERACTOME_2B_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp1_F5_05	Homo sapiens	Epithelial cell	sh-sy5y	Neuroblastoma	5	20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp1_F5_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp1_F5_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001115/20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp1_F5_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
20111109_QE2_KBE_SA_E20a_NGF_TrkA_B0B120B120X_SCX_TiO2_S13_S14_14	Homo sapiens	Epithelial cell	sh-sy5y	Neuroblastoma	14	20111109_QE2_KBE_SA_E20a_NGF_TrkA_B0B120B120X_SCX_TiO2_S13_S14_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20111109_QE2_KBE_SA_E20a_NGF_TrkA_B0B120B120X_SCX_TiO2_S13_S14_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001115/20111109_QE2_KBE_SA_E20a_NGF_TrkA_B0B120B120X_SCX_TiO2_S13_S14_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp2_F7_17	Homo sapiens	Epithelial cell	sh-sy5y	Neuroblastoma	17	20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp2_F7_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp2_F7_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001115/20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp2_F7_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
20111101_QE2_KBE_SA_E20a_NGF_TrkA_A0A120A120X_pY_08	Homo sapiens	Epithelial cell	sh-sy5y	Neuroblastoma	8	20111101_QE2_KBE_SA_E20a_NGF_TrkA_A0A120A120X_pY_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20111101_QE2_KBE_SA_E20a_NGF_TrkA_A0A120A120X_pY_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001115/20111101_QE2_KBE_SA_E20a_NGF_TrkA_A0A120A120X_pY_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp2_F4_14	Homo sapiens	Epithelial cell	sh-sy5y	Neuroblastoma	14	20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp2_F4_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp2_F4_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001115/20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp2_F4_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
20130626_QE5_UPLC9_DBJ_SA_TRKA_INTERACTOME_2A	Homo sapiens	Epithelial cell	sh-sy5y	Neuroblastoma	1	20130626_QE5_UPLC9_DBJ_SA_TRKA_INTERACTOME_2A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20130626_QE5_UPLC9_DBJ_SA_TRKA_INTERACTOME_2A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001115/20130626_QE5_UPLC9_DBJ_SA_TRKA_INTERACTOME_2A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp1_F10_10	Homo sapiens	Epithelial cell	sh-sy5y	Neuroblastoma	10	20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp1_F10_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp1_F10_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001115/20121016_QE6_LC4_KBE_SA_SY5Y_10S_NGF24_48_Exp1_F10_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
