source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[time point]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[time point]
acetyl_pre-training_A1	Homo sapiens	Skeletal muscle	not available	1	pre-training	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	pre-training
acetyl_pre-training_A1	Homo sapiens	Skeletal muscle	not available	1	pre-training	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	2	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	pre-training
acetyl_pre-training_A1	Homo sapiens	Skeletal muscle	not available	1	pre-training	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	3	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	pre-training
acetyl_pre-training_A1	Homo sapiens	Skeletal muscle	not available	1	pre-training	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	4	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	pre-training
acetyl_pre-training_A1	Homo sapiens	Skeletal muscle	not available	1	pre-training	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	5	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	pre-training
acetyl_pre-training_A1	Homo sapiens	Skeletal muscle	not available	1	pre-training	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR6	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	6	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	pre-training
acetyl_pre-training_A1	Homo sapiens	Skeletal muscle	not available	1	pre-training	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR7	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	7	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	pre-training
acetyl_pre-training_A1	Homo sapiens	Skeletal muscle	not available	1	pre-training	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR8	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	8	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1A_FR8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	pre-training
acetyl_post-training_A1	Homo sapiens	Skeletal muscle	not available	1	post-training	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1B_FR1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1B_FR1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	post-training
acetyl_post-training_A1	Homo sapiens	Skeletal muscle	not available	1	post-training	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1B_FR2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	2	07022018_QE9_nLC14_ASD_SA_AcetylIP_A1B_FR2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	post-training
