source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
SH_SBI_02_02_2Feb09_Falcon_08-11-04	SH_SBI_02_02_2Feb09_Falcon_08-11-04	marine metagenome	sea water	not applicable	not available	Saanich_inlet_water_column_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	SH_SBI_02_02_2Feb09_Falcon_08-11-04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_SBI_02_02_2Feb09_Falcon_08-11-04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
SH_SBI_02_02_8Feb09_Falcon_08-11-01.pepXML	SH_SBI_02_02_8Feb09_Falcon_08-11-01.pepXML	marine metagenome	sea water	not applicable	not available	Saanich_inlet_water_column_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	SH_SBI_02_02_8Feb09_Falcon_08-11-01.pepXML	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_SBI_02_02_8Feb09_Falcon_08-11-01.pepXML.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
SH_SBI_02_04_8Feb09_Falcon_08-11-01	SH_SBI_02_04_8Feb09_Falcon_08-11-01	marine metagenome	sea water	not applicable	not available	Saanich_inlet_water_column_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	SH_SBI_02_04_8Feb09_Falcon_08-11-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_SBI_02_04_8Feb09_Falcon_08-11-01.mzML.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
SH_SBI_02_05_8Feb09_Falcon_08-11-01.pepXML	SH_SBI_02_05_8Feb09_Falcon_08-11-01.pepXML	marine metagenome	sea water	not applicable	not available	Saanich_inlet_water_column_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	SH_SBI_02_05_8Feb09_Falcon_08-11-01.pepXML	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_SBI_02_05_8Feb09_Falcon_08-11-01.pepXML.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
SH_SBI_02_06_6Feb09_Falcon_08-11-02.pepXML	SH_SBI_02_06_6Feb09_Falcon_08-11-02.pepXML	marine metagenome	sea water	not applicable	not available	Saanich_inlet_water_column_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	SH_SBI_02_06_6Feb09_Falcon_08-11-02.pepXML	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_SBI_02_06_6Feb09_Falcon_08-11-02.pepXML.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
SH_SBI_02_06_6Feb09_Falcon_08-11-02	SH_SBI_02_06_6Feb09_Falcon_08-11-02	marine metagenome	sea water	not applicable	not available	Saanich_inlet_water_column_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	SH_SBI_02_06_6Feb09_Falcon_08-11-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_SBI_02_06_6Feb09_Falcon_08-11-02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
SH_SBI_02_14_6Feb09_Falcon_08-11-03	SH_SBI_02_14_6Feb09_Falcon_08-11-03	marine metagenome	sea water	not applicable	not available	Saanich_inlet_water_column_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	SH_SBI_02_14_6Feb09_Falcon_08-11-03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_SBI_02_14_6Feb09_Falcon_08-11-03.mzML.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
SH_SBI_02_15_8Feb09_Falcon_08-11-03	SH_SBI_02_15_8Feb09_Falcon_08-11-03	marine metagenome	sea water	not applicable	not available	Saanich_inlet_water_column_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	SH_SBI_02_15_8Feb09_Falcon_08-11-03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_SBI_02_15_8Feb09_Falcon_08-11-03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
SH_SBI_02_18_8Feb09_Falcon_08-11-03.pepXML	SH_SBI_02_18_8Feb09_Falcon_08-11-03.pepXML	marine metagenome	sea water	not applicable	not available	Saanich_inlet_water_column_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	SH_SBI_02_18_8Feb09_Falcon_08-11-03.pepXML	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_SBI_02_18_8Feb09_Falcon_08-11-03.pepXML.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
SH_SBI_02_20_6Feb09_Falcon_08-11-04.pepXML	SH_SBI_02_20_6Feb09_Falcon_08-11-04.pepXML	marine metagenome	sea water	not applicable	not available	Saanich_inlet_water_column_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	SH_SBI_02_20_6Feb09_Falcon_08-11-04.pepXML	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_SBI_02_20_6Feb09_Falcon_08-11-04.pepXML.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
