source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20221219_VC-P6-1	20221219_VC-P6-1	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221219_VC-P6-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221219_VC-P6-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221219_VC-P6-2	20221219_VC-P6-2	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221219_VC-P6-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221219_VC-P6-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221219_VC-P6-3	20221219_VC-P6-3	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221219_VC-P6-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221219_VC-P6-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221219_VC-P9-3	20221219_VC-P9-3	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221219_VC-P9-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221219_VC-P9-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-CTRL-P3-2	20221228_VC-CTRL-P3-2	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-CTRL-P3-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-CTRL-P3-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-CTRL-P3-3	20221228_VC-CTRL-P3-3	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-CTRL-P3-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-CTRL-P3-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-CTRL-P4-2	20221228_VC-CTRL-P4-2	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-CTRL-P4-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-CTRL-P4-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P16-1	20221228_VC-P16-1	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P16-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P16-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P16-2	20221228_VC-P16-2	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P16-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P16-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P16-3	20221228_VC-P16-3	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P16-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P16-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P17-3	20221228_VC-P17-3	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P17-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P17-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P18-1	20221228_VC-P18-1	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P18-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P18-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P18-2	20221228_VC-P18-2	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P18-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P18-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P21-3	20221228_VC-P21-3	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P21-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P21-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P22-1	20221228_VC-P22-1	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P22-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P22-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P22-2	20221228_VC-P22-2	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P22-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P22-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P23-1	20221228_VC-P23-1	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P23-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P23-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P24-2	20221228_VC-P24-2	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P24-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P24-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P25-3	20221228_VC-P25-3	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P25-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P25-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P27-3	20221228_VC-P27-3	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P27-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P27-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P29-3	20221228_VC-P29-3	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P29-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P29-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221228_VC-P30-2	20221228_VC-P30-2	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221228_VC-P30-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221228_VC-P30-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221229_VC_Plate1.msf	20221229_VC_Plate1.msf	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221229_VC_Plate1.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221229_VC_Plate1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20221229_VC_Plate2.msf	20221229_VC_Plate2.msf	metagenome	not available	not applicable	not available	High-throughput_screening_of_effects_of_90_xenobiotics_on_the_Simplified_Human_Gut_Microbiota_Model_SIHUMIx_A_Metaproteomic_and_Metabolomic_Study	not available	not available	not available	not available	not available	not available	1	20221229_VC_Plate2.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20221229_VC_Plate2.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
