source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
proteome_fr10	Mus musculus	Myotube	not applicable	not available	1	proteome_fr10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	10	1	proteome_fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr37	Mus musculus	Myotube	not applicable	not available	1	proteome_fr37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	37	1	proteome_fr37.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr40	Mus musculus	Myotube	not applicable	not available	1	proteome_fr40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	40	1	proteome_fr40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr47	Mus musculus	Myotube	not applicable	not available	1	proteome_fr47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	47	1	proteome_fr47.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr18	Mus musculus	Myotube	not applicable	not available	1	proteome_fr18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	18	1	proteome_fr18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr44	Mus musculus	Myotube	not applicable	not available	1	proteome_fr44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	44	1	proteome_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr59	Mus musculus	Myotube	not applicable	not available	1	proteome_fr59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	59	1	proteome_fr59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr28	Mus musculus	Myotube	not applicable	not available	1	proteome_fr28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	28	1	proteome_fr28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr6	Mus musculus	Myotube	not applicable	not available	1	proteome_fr6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	6	1	proteome_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr41	Mus musculus	Myotube	not applicable	not available	1	proteome_fr41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	41	1	proteome_fr41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr69	Mus musculus	Myotube	not applicable	not available	1	proteome_fr69	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	69	1	proteome_fr69.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr32	Mus musculus	Myotube	not applicable	not available	1	proteome_fr32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	32	1	proteome_fr32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr20	Mus musculus	Myotube	not applicable	not available	1	proteome_fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	20	1	proteome_fr20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr30	Mus musculus	Myotube	not applicable	not available	1	proteome_fr30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	30	1	proteome_fr30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr33	Mus musculus	Myotube	not applicable	not available	1	proteome_fr33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	33	1	proteome_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr21	Mus musculus	Myotube	not applicable	not available	1	proteome_fr21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	21	1	proteome_fr21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr38	Mus musculus	Myotube	not applicable	not available	1	proteome_fr38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	38	1	proteome_fr38.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr66	Mus musculus	Myotube	not applicable	not available	1	proteome_fr66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	66	1	proteome_fr66.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr3	Mus musculus	Myotube	not applicable	not available	1	proteome_fr3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	3	1	proteome_fr3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr17	Mus musculus	Myotube	not applicable	not available	1	proteome_fr17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	17	1	proteome_fr17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr19	Mus musculus	Myotube	not applicable	not available	1	proteome_fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	19	1	proteome_fr19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr54	Mus musculus	Myotube	not applicable	not available	1	proteome_fr54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	54	1	proteome_fr54.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr22	Mus musculus	Myotube	not applicable	not available	1	proteome_fr22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	22	1	proteome_fr22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr48	Mus musculus	Myotube	not applicable	not available	1	proteome_fr48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	48	1	proteome_fr48.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr45	Mus musculus	Myotube	not applicable	not available	1	proteome_fr45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	45	1	proteome_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr51	Mus musculus	Myotube	not applicable	not available	1	proteome_fr51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	51	1	proteome_fr51.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr57	Mus musculus	Myotube	not applicable	not available	1	proteome_fr57	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	57	1	proteome_fr57.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr70	Mus musculus	Myotube	not applicable	not available	1	proteome_fr70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	70	1	proteome_fr70.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr5	Mus musculus	Myotube	not applicable	not available	1	proteome_fr5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	5	1	proteome_fr5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr23	Mus musculus	Myotube	not applicable	not available	1	proteome_fr23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	23	1	proteome_fr23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr1	Mus musculus	Myotube	not applicable	not available	1	proteome_fr1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	proteome_fr1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
proteome_fr4	Mus musculus	Myotube	not applicable	not available	1	proteome_fr4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	4	1	proteome_fr4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000878/proteome_fr4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
