source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20170502_HF2_Ogris_PP2A_tryp_90p	Mus musculus	Permanent cell line cell	not available	not available	1	20170502_HF2_Ogris_PP2A_tryp_90p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20170502_HF2_Ogris_PP2A_tryp_90p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Permanent cell line cell
20190131_QExHFX3_Ogris_MFPL_gel_PP2A_Src_90p	Mus musculus	Permanent cell line cell	not available	not available	1	20190131_QExHFX3_Ogris_MFPL_gel_PP2A_Src_90p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20190131_QExHFX3_Ogris_MFPL_gel_PP2A_Src_90p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Permanent cell line cell
20170427_HF3_Ogris_PP2A_chymo_10per	Mus musculus	Permanent cell line cell	not available	not available	1	20170427_HF3_Ogris_PP2A_chymo_10per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20170427_HF3_Ogris_PP2A_chymo_10per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Permanent cell line cell
20170510_HF4_Ogris_PP2A_tryp_30	Mus musculus	Permanent cell line cell	not available	not available	1	20170510_HF4_Ogris_PP2A_tryp_30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20170510_HF4_Ogris_PP2A_tryp_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Permanent cell line cell
20180323_HF1_Ogris_PP2A_perv	Mus musculus	Permanent cell line cell	not available	not available	1	20180323_HF1_Ogris_PP2A_perv	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20180323_HF1_Ogris_PP2A_perv.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Permanent cell line cell
20170406_HF4_Ogris_PP2A_tryp_30p	Mus musculus	Permanent cell line cell	not available	not available	1	20170406_HF4_Ogris_PP2A_tryp_30p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20170406_HF4_Ogris_PP2A_tryp_30p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Permanent cell line cell
20170410_HF4_Ogris_PP2A_tryp_60p	Mus musculus	Permanent cell line cell	not available	not available	1	20170410_HF4_Ogris_PP2A_tryp_60p	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20170410_HF4_Ogris_PP2A_tryp_60p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Permanent cell line cell
20180323_HF1_Ogris_PP2A_untreat	Mus musculus	Permanent cell line cell	not available	not available	1	20180323_HF1_Ogris_PP2A_untreat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20180323_HF1_Ogris_PP2A_untreat.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Permanent cell line cell
20180516_X3_Ogris_PPP2CA_untreat	Mus musculus	Permanent cell line cell	not available	not available	1	20180516_X3_Ogris_PPP2CA_untreat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20180516_X3_Ogris_PPP2CA_untreat.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Permanent cell line cell
20170510_HF4_Ogris_PP2A_chymo_30per	Mus musculus	Permanent cell line cell	not available	not available	1	20170510_HF4_Ogris_PP2A_chymo_30per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20170510_HF4_Ogris_PP2A_chymo_30per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Permanent cell line cell
