source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Escherichia coli nissle 1917	outer membrane vesicles	not available	1	not available	Assay1	proteomic profiling by mass spectrometry	1	exp3_009.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap velos;AC=MS:1001742	not applicable	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Escherichia coli nissle 1917	outer membrane vesicles	not available	1	not available	Assay2	proteomic profiling by mass spectrometry	1	exp1_0013.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap velos;AC=MS:1001742	not applicable	NT=label free sample;AC=MS:1002038	2	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Escherichia coli nissle 1917	outer membrane vesicles	not available	1	not available	Assay3	proteomic profiling by mass spectrometry	1	exp3_005.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap velos;AC=MS:1001742	not applicable	NT=label free sample;AC=MS:1002038	3	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Escherichia coli nissle 1917	outer membrane vesicles	not available	1	not available	Assay4	proteomic profiling by mass spectrometry	1	exp3_0013.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap velos;AC=MS:1001742	not applicable	NT=label free sample;AC=MS:1002038	4	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample5	Escherichia coli nissle 1917	outer membrane vesicles	not available	1	not available	Assay5	proteomic profiling by mass spectrometry	1	exp3_0011.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap velos;AC=MS:1001742	not applicable	NT=label free sample;AC=MS:1002038	5	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample6	Escherichia coli nissle 1917	outer membrane vesicles	not available	1	not available	Assay6	proteomic profiling by mass spectrometry	1	exp3_004.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap velos;AC=MS:1001742	not applicable	NT=label free sample;AC=MS:1002038	6	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample7	Escherichia coli nissle 1917	outer membrane vesicles	not available	1	not available	Assay7	proteomic profiling by mass spectrometry	1	exp3_007.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap velos;AC=MS:1001742	not applicable	NT=label free sample;AC=MS:1002038	7	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample8	Escherichia coli nissle 1917	outer membrane vesicles	not available	1	not available	Assay8	proteomic profiling by mass spectrometry	1	exp2_0012.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap velos;AC=MS:1001742	not applicable	NT=label free sample;AC=MS:1002038	8	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample9	Escherichia coli nissle 1917	outer membrane vesicles	not available	1	not available	Assay9	proteomic profiling by mass spectrometry	1	exp1_0012.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap velos;AC=MS:1001742	not applicable	NT=label free sample;AC=MS:1002038	9	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample10	Escherichia coli nissle 1917	outer membrane vesicles	not available	1	not available	Assay10	proteomic profiling by mass spectrometry	1	exp1_005.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap velos;AC=MS:1001742	not applicable	NT=label free sample;AC=MS:1002038	10	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
