source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
180501_LAM_V3-A_180502111740.msf	180501_LAM_V3-A_180502111740.msf	Bos taurus	feces	not applicable	not available	Exposure_of_a_bovine_rumen_microbiome_model_to_glyphosate	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	feces	not available	1	180501_LAM_V3-A_180502111740.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	180501_LAM_V3-A_180502111740.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180501_LAM_V3-A_180502111740	180501_LAM_V3-A_180502111740	Bos taurus	feces	not applicable	not available	Exposure_of_a_bovine_rumen_microbiome_model_to_glyphosate	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	feces	not available	1	180501_LAM_V3-A_180502111740	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	180501_LAM_V3-A_180502111740.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180501_LAM_V3-B_180502182314	180501_LAM_V3-B_180502182314	Bos taurus	feces	not applicable	not available	Exposure_of_a_bovine_rumen_microbiome_model_to_glyphosate	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	feces	not available	1	180501_LAM_V3-B_180502182314	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	180501_LAM_V3-B_180502182314.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180501_LAM_V3-C_180502215607	180501_LAM_V3-C_180502215607	Bos taurus	feces	not applicable	not available	Exposure_of_a_bovine_rumen_microbiome_model_to_glyphosate	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	feces	not available	1	180501_LAM_V3-C_180502215607	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	180501_LAM_V3-C_180502215607.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180501_LAM_V3-D_180503012856	180501_LAM_V3-D_180503012856	Bos taurus	feces	not applicable	not available	Exposure_of_a_bovine_rumen_microbiome_model_to_glyphosate	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	feces	not available	1	180501_LAM_V3-D_180503012856	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	180501_LAM_V3-D_180503012856.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180501_LAM_V3-E	180501_LAM_V3-E	Bos taurus	feces	not applicable	not available	Exposure_of_a_bovine_rumen_microbiome_model_to_glyphosate	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	feces	not available	1	180501_LAM_V3-E	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	180501_LAM_V3-E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180501_LAM_V3-F	180501_LAM_V3-F	Bos taurus	feces	not applicable	not available	Exposure_of_a_bovine_rumen_microbiome_model_to_glyphosate	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	feces	not available	1	180501_LAM_V3-F	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	180501_LAM_V3-F.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180501_LAM_V3-G	180501_LAM_V3-G	Bos taurus	feces	not applicable	not available	Exposure_of_a_bovine_rumen_microbiome_model_to_glyphosate	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	feces	not available	1	180501_LAM_V3-G	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	180501_LAM_V3-G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180501_LAM_V3-H	180501_LAM_V3-H	Bos taurus	feces	not applicable	not available	Exposure_of_a_bovine_rumen_microbiome_model_to_glyphosate	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	feces	not available	1	180501_LAM_V3-H	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	180501_LAM_V3-H.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
180501_LAM_V3-I	180501_LAM_V3-I	Bos taurus	feces	not applicable	not available	Exposure_of_a_bovine_rumen_microbiome_model_to_glyphosate	feces	feces	not available	not available	not available	not available	gut microbiome	Bos taurus	feces	not available	1	180501_LAM_V3-I	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	180501_LAM_V3-I.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
