source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_02	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_04	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_3	Mus musculus	Not available	not available	not available	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_3	Mus musculus	Not available	not available	not available	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_2	Mus musculus	Not available	not available	not available	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV787_LPS24	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV787_LPS24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV787_LPS24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_1	Mus musculus	Not available	not available	not available	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_04	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_1	Mus musculus	Not available	not available	not available	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6N_LPS24_04	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6N_LPS24_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6N_LPS24_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_4	Mus musculus	Not available	not available	not available	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_C57_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch120_LPS24	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch120_LPS24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch120_LPS24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_03	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_02	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch119_LPS24	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch119_LPS24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch119_LPS24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_01	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_BEV_LPS24_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6N_LPS24_03	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6N_LPS24_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6N_LPS24_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_2	Mus musculus	Not available	not available	not available	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV786_LPS24	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV786_LPS24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV786_LPS24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV784_LPS24	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV784_LPS24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV784_LPS24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6N_LPS24_02	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6N_LPS24_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6N_LPS24_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV785_LPS24	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV785_LPS24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_FLV785_LPS24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch122_LPS24	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch122_LPS24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch122_LPS24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_03	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch121_LPS24	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch121_LPS24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_Tsch121_LPS24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_01	Mus musculus	Not available	not available	not available	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240628_E1_Neo_ColID_AUR06_25cm_TRAP_FW_B6J_LPS24_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_4	Mus musculus	Not available	not available	not available	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20240618_E1_Neo_ColID_AUR06_25cm_TRAP_FW_129_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
