source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[genotype]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
fat_body_Foxo_null_mutant_rep6	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	6	run_52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample84.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_rep1	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	1	run_53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample85.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	2	run_54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample86.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	3	run_55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample87.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	4	run_56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample88.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	5	run_57	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample89.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_rep6	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	6	run_58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample90.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_Foxo_null_rep1	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	1	run_59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample91.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_Foxo_null_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	2	run_60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample92.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_Foxo_null_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	3	run_61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample93.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_Foxo_null_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	4	run_62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample94.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_Foxo_null_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	5	run_63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample95.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_InsP3_Gal4_UAS_rpr_Foxo_null_rep6	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	6	run_64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample96.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_wDah_control_rep1	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	1	run_65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample73.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_wDah_control_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	2	run_66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample74.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_wDah_control_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	3	run_67	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample75.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_wDah_control_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	4	run_68	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample76.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_wDah_control_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	5	run_69	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample77.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_wDah_control_rep6	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	6	run_70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample78.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
thorax_Foxo_null_mutant_rep1	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=thorax;AC=BTO:0001368	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	1	run_71	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample55.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=thorax;AC=BTO:0001368
thorax_Foxo_null_mutant_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=thorax;AC=BTO:0001368	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	2	run_72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample56.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=thorax;AC=BTO:0001368
thorax_Foxo_null_mutant_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=thorax;AC=BTO:0001368	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	3	run_73	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample57.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=thorax;AC=BTO:0001368
thorax_Foxo_null_mutant_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=thorax;AC=BTO:0001368	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	4	run_74	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample58.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=thorax;AC=BTO:0001368
thorax_Foxo_null_mutant_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=thorax;AC=BTO:0001368	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	5	run_75	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample59.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=thorax;AC=BTO:0001368
thorax_InsP3_Gal4_UAS_rpr_rep1	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=thorax;AC=BTO:0001368	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	1	run_76	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample61.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=thorax;AC=BTO:0001368
thorax_InsP3_Gal4_UAS_rpr_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=thorax;AC=BTO:0001368	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	2	run_77	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample62.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=thorax;AC=BTO:0001368
thorax_InsP3_Gal4_UAS_rpr_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=thorax;AC=BTO:0001368	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	3	run_78	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample63.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=thorax;AC=BTO:0001368
thorax_InsP3_Gal4_UAS_rpr_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=thorax;AC=BTO:0001368	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	4	run_79	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample64.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=thorax;AC=BTO:0001368
thorax_InsP3_Gal4_UAS_rpr_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=thorax;AC=BTO:0001368	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	5	run_80	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample65.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=thorax;AC=BTO:0001368
