source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Seq33281_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33281_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33281_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33281_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33611_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33611_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33611_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33611_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32504_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32504_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32504_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32504_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33593_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33593_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33593_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33593_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32500_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32500_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32500_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32500_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32527_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32527_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32527_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32527_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33264_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33264_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33264_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33264_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33292_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33292_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33292_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33292_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33271_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33271_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33271_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33271_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33600_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33600_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33600_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33600_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33594_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33594_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33594_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33594_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32514_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32514_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32514_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32514_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33276_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33276_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33276_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33276_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33269_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33269_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33269_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33269_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32519_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32519_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32519_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32519_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32522_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32522_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32522_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32522_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33599_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33599_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33599_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33599_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32505_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32505_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32505_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32505_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33618_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33618_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33618_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33618_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33596_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33596_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33596_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33596_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33613_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33613_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33613_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33613_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33612_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33612_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33612_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33612_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33557_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33557_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33557_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33557_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33295_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33295_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33295_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33295_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33296_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33296_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33296_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33296_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33610_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33610_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33610_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33610_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33608_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33608_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33608_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33608_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33558_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33558_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33558_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33558_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33566_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33566_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33566_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33566_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33578_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33578_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33578_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33578_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33277_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33277_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33277_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33277_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
