source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Seq33602_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33602_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33602_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33602_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33584_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33584_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33584_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33584_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32498_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32498_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32498_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32498_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33279_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33279_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33279_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33279_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33605_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33605_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33605_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33605_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32525_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32525_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32525_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32525_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33572_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33572_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33572_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33572_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33266_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33266_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33266_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33266_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33559_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33559_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33559_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33559_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33561_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33561_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33561_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33561_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33620_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33620_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33620_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33620_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33619_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33619_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33619_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33619_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33614_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33614_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33614_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33614_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32511_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32511_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32511_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32511_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33595_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33595_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33595_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33595_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33287_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33287_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33287_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33287_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32499_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32499_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32499_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32499_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33579_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33579_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33579_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33579_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33582_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33582_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33582_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33582_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33270_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33270_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33270_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33270_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33290_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33290_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33290_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33290_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33562_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33562_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33562_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33562_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33586_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33586_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33586_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33586_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33268_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33268_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33268_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33268_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33294_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33294_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33294_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33294_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33617_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33617_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33617_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33617_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33265_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33265_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33265_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33265_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33601_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33601_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33601_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33601_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq33573_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq33573_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq33573_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq33573_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32507_E1O1.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32507_E1O1.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32507_E1O1.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32507_E1O1.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
Seq32530_E2O2.mzData	leishmania donovani	serum	THP-1 cell	not available	enrichment of phosphorylated protein	THP-1	CVCL_0006	THP-1	1	Seq32530_E2O2.mzData	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Seq32530_E2O2.mzData	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002830/Seq32530_E2O2.mzData	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
