source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Pseudomonas_aeruginosa_1	Pseudomonas aeruginosa	not applicable	not applicable	1	not applicable	Proteomic_Assay_1	proteomic profiling by mass spectrometry	1	QEHF_190228_54.raw.gz	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Klebsiella_pneumoniae_1	Klebsiella pneumoniae	not applicable	not applicable	1	not applicable	Proteomic_Assay_2	proteomic profiling by mass spectrometry	1	QEHF_200115_24.raw.gz	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Klebsiella_pneumoniae_2	Klebsiella pneumoniae	not applicable	not applicable	1	not applicable	Proteomic_Assay_3	proteomic profiling by mass spectrometry	1	QEHF_200115_30.raw.gz	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Pseudomonas_aeruginosa_2	Pseudomonas aeruginosa	not applicable	not applicable	1	not applicable	Proteomic_Assay_4	proteomic profiling by mass spectrometry	1	QEHF_190228_50.raw.gz	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Pseudomonas_aeruginosa_3	Pseudomonas aeruginosa	not applicable	not applicable	1	not applicable	Proteomic_Assay_5	proteomic profiling by mass spectrometry	1	QEHF_190228_43.raw.gz	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Klebsiella_pneumoniae_3	Klebsiella pneumoniae	not applicable	not applicable	1	not applicable	Proteomic_Assay_6	proteomic profiling by mass spectrometry	1	QEHF_200115_27.raw.gz	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Pseudomonas_aeruginosa_4	Pseudomonas aeruginosa	not applicable	not applicable	1	not applicable	Proteomic_Assay_7	proteomic profiling by mass spectrometry	1	QEHF_190228_58.raw.gz	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Pseudomonas_aeruginosa_5	Pseudomonas aeruginosa	not applicable	not applicable	1	not applicable	Proteomic_Assay_8	proteomic profiling by mass spectrometry	1	QEHF_190228_46.raw.gz	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Pseudomonas_aeruginosa_6	Pseudomonas aeruginosa	not applicable	not applicable	1	not applicable	Proteomic_Assay_9	proteomic profiling by mass spectrometry	1	QEHF_190228_59.raw.gz	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Klebsiella_pneumoniae_4	Klebsiella pneumoniae	not applicable	not applicable	1	not applicable	Proteomic_Assay_10	proteomic profiling by mass spectrometry	1	QEHF_200115_18.raw.gz	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
