source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20220707_EZ_Carol_MAD1_C1_F4	Homo sapiens	not available	not available	not available	not available	1	20220707_EZ_Carol_MAD1_C1_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20220707_EZ_Carol_MAD1_C1_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	not available
20220707_EZ_Carol_MAD1_C1_F2	Homo sapiens	not available	not available	not available	not available	1	20220707_EZ_Carol_MAD1_C1_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20220707_EZ_Carol_MAD1_C1_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	not available
20220707_EZ_Carol_MAD1_Pac_F2	Homo sapiens	not available	not available	not available	not available	1	20220707_EZ_Carol_MAD1_Pac_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20220707_EZ_Carol_MAD1_Pac_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	not available
20220707_EZ_Carol_MAD1_Pac_F3	Homo sapiens	not available	not available	not available	not available	1	20220707_EZ_Carol_MAD1_Pac_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20220707_EZ_Carol_MAD1_Pac_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	not available
20220707_EZ_Carol_MAD1_Pac_FT	Homo sapiens	not available	not available	not available	not available	1	20220707_EZ_Carol_MAD1_Pac_FT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20220707_EZ_Carol_MAD1_Pac_FT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	not available
20220707_EZ_Carol_MAD1_Pac_F4	Homo sapiens	not available	not available	not available	not available	1	20220707_EZ_Carol_MAD1_Pac_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20220707_EZ_Carol_MAD1_Pac_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	not available
20220707_EZ_Carol_MAD1_C2_F4	Homo sapiens	not available	not available	not available	not available	1	20220707_EZ_Carol_MAD1_C2_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20220707_EZ_Carol_MAD1_C2_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	not available
20220707_EZ_Carol_MAD1_C2_FT	Homo sapiens	not available	not available	not available	not available	1	20220707_EZ_Carol_MAD1_C2_FT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20220707_EZ_Carol_MAD1_C2_FT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	not available
20220707_EZ_Carol_MAD1_C2_F2	Homo sapiens	not available	not available	not available	not available	1	20220707_EZ_Carol_MAD1_C2_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20220707_EZ_Carol_MAD1_C2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	not available
20220707_EZ_Carol_MAD1_C1_F3	Homo sapiens	not available	not available	not available	not available	1	20220707_EZ_Carol_MAD1_C1_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	20220707_EZ_Carol_MAD1_C1_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	not available
