source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Ecoli_Acetate_1	Escherichia coli	not available	not available	1	not available	Ecoli_Acetate_1_1	proteomic profiling by mass spectrometry	1	CT120430EcV2TMTDim2F08M2_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	1	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_2	Escherichia coli	not available	not available	2	not available	Ecoli_Acetate_2_1	proteomic profiling by mass spectrometry	1	CT120430EcV2TMTDim2F07M2_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	2	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_3	Escherichia coli	not available	not available	3	not available	Ecoli_Acetate_3_1	proteomic profiling by mass spectrometry	1	CT120430EcV2TMTDim2F01M2_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	3	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_4	Escherichia coli	not available	not available	4	not available	Ecoli_Acetate_4_1	proteomic profiling by mass spectrometry	1	CT120430EcV2TMTDim2F09M2_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	4	not available	not available	not available	NT=phosphorylation
Ecoli_Glucose_1	Escherichia coli	not available	not available	1	not available	Ecoli_Glucose_1_1	proteomic profiling by mass spectrometry	1	CT120430EcV2TMTDim2F02E45_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	5	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_1	Escherichia coli	not available	not available	1	not available	Ecoli_Acetate_1_2	proteomic profiling by mass spectrometry	2	CT120430EcV2TMTDim2F01M3Exc_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	1	not available	not available	not available	NT=phosphorylation
Ecoli_Glucose_2	Escherichia coli	not available	not available	2	not available	Ecoli_Glucose_2_1	proteomic profiling by mass spectrometry	1	CT120430EcV2TMTDim2F07M3Exc_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	6	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_2	Escherichia coli	not available	not available	2	not available	Ecoli_Acetate_2_2	proteomic profiling by mass spectrometry	2	CT120430EcV2TMTDim2F08E50_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	2	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_3	Escherichia coli	not available	not available	3	not available	Ecoli_Acetate_3_2	proteomic profiling by mass spectrometry	2	CT120430EcV2TMTDim2F01E50_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	3	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_4	Escherichia coli	not available	not available	4	not available	Ecoli_Acetate_4_2	proteomic profiling by mass spectrometry	2	CT120430EcV2TMTDim2F08M3Exc_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	4	not available	not available	not available	NT=phosphorylation
Ecoli_Glucose_1	Escherichia coli	not available	not available	1	not available	Ecoli_Glucose_1_2	proteomic profiling by mass spectrometry	2	CT120430EcV2TMTDim2F02M3Excl_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	5	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_1	Escherichia coli	not available	not available	1	not available	Ecoli_Acetate_1_3	proteomic profiling by mass spectrometry	3	CT120430EcV2TMTDim2F05M2_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	1	not available	not available	not available	NT=phosphorylation
Ecoli_Glucose_3	Escherichia coli	not available	not available	3	not available	Ecoli_Glucose_3_1	proteomic profiling by mass spectrometry	1	CT120430EcV2TMTDim2F03E55_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	7	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_4	Escherichia coli	not available	not available	4	not available	Ecoli_Acetate_4_3	proteomic profiling by mass spectrometry	3	CT120430EcV2TMTDim2F10M4Exc_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	4	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_3	Escherichia coli	not available	not available	3	not available	Ecoli_Acetate_3_3	proteomic profiling by mass spectrometry	3	CT120430EcV2TMTDim2F03M2_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	3	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_2	Escherichia coli	not available	not available	2	not available	Ecoli_Acetate_2_3	proteomic profiling by mass spectrometry	3	CT120430EcV2TMTDim2F07E50_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	2	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_4	Escherichia coli	not available	not available	4	not available	Ecoli_Acetate_4_4	proteomic profiling by mass spectrometry	4	CT120430EcV2TMTDim2F09M3Exc_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	4	not available	not available	not available	NT=phosphorylation
Ecoli_Glucose_2	Escherichia coli	not available	not available	2	not available	Ecoli_Glucose_2_2	proteomic profiling by mass spectrometry	2	CT120430EcV2TMTDim2F06M4Exc_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	6	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_1	Escherichia coli	not available	not available	1	not available	Ecoli_Acetate_1_4	proteomic profiling by mass spectrometry	4	CT120430EcV2TMTDim2F06E50_RecalPS.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	1	not available	not available	not available	NT=phosphorylation
Ecoli_Glucose_3	Escherichia coli	not available	not available	3	not available	Ecoli_Glucose_3_2	proteomic profiling by mass spectrometry	2	CT120430EcV2TMTDim2F07M4Exc_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	7	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_4	Escherichia coli	not available	not available	4	not available	Ecoli_Acetate_4_5	proteomic profiling by mass spectrometry	5	CT120430EcV2TMTDim2F10M3Exc_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	4	not available	not available	not available	NT=phosphorylation
Ecoli_Glucose_1	Escherichia coli	not available	not available	1	not available	Ecoli_Glucose_1_3	proteomic profiling by mass spectrometry	3	CT120430EcV2TMTDim2F05E50_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	5	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_2	Escherichia coli	not available	not available	2	not available	Ecoli_Acetate_2_4	proteomic profiling by mass spectrometry	4	CT120430EcV2TMTDim2F05M4Exc_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	2	not available	not available	not available	NT=phosphorylation
Ecoli_Glucose_2	Escherichia coli	not available	not available	2	not available	Ecoli_Glucose_2_3	proteomic profiling by mass spectrometry	3	CT120430EcV2TMTDim2F02M2_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	6	not available	not available	not available	NT=phosphorylation
Ecoli_Acetate_3	Escherichia coli	not available	not available	3	not available	Ecoli_Acetate_3_4	proteomic profiling by mass spectrometry	4	CT120430EcV2TMTDim2F06M3Exc_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	3	not available	not available	not available	NT=phosphorylation
Ecoli_Glucose_3	Escherichia coli	not available	not available	3	not available	Ecoli_Glucose_3_3	proteomic profiling by mass spectrometry	3	CT120430EcV2TMTDim2F03E50_Recalo4a.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	7	not available	not available	not available	NT=phosphorylation
