source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[sampling time]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]	factor value[treatment]	factor value[sampling time]
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_354	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	18	1	3551_GB3_041573_S00_U18_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_355	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	19	1	3551_GC3_041573_S00_U19_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_356	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	20	1	3551_GD3_041573_S00_U20_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_357	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	21	1	3551_GE3_041573_S00_U21_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_358	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	22	1	3551_GF3_041573_S00_U22_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_359	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	23	1	3551_GG3_041573_S00_U23_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_360	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	24	1	3551_GH3_041573_S00_U24_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_361	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	25	1	3551_GH4_041573_S00_U25_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_362	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	26	1	3551_GG4_041573_S00_U26_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_363	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	27	1	3551_GF4_041573_S00_U27_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_364	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	28	1	3551_GE4_041573_S00_U28_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_365	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	29	1	3551_GD4_041573_S00_U29_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_366	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	30	1	3551_GC4_041573_S00_U30_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_367	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	31	1	3551_GB4_041573_S00_U31_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_368	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	32	1	3551_GA4_041573_S00_U32_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_369	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	33	1	3551_GA5_041573_S00_U33_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_370	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	34	1	3551_GB5_041573_S00_U34_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_371	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	35	1	3551_GC5_041573_S00_U35_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_372	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	36	1	3551_GD5_041573_S00_U36_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_373	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	37	1	3551_GE5_041573_S00_U37_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_374	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	38	1	3551_GF5_041573_S00_U38_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_375	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	39	1	3551_GG5_041573_S00_U39_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_376	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	40	1	3551_GH5_041573_S00_U40_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_377	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	41	1	3551_GH6_041573_S00_U41_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_378	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	42	1	3551_GG6_041573_S00_U42_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_379	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	43	1	3551_GF6_041573_S00_U43_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_380	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	44	1	3551_GE6_041573_S00_U44_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_381	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	45	1	3551_GD6_041573_S00_U45_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
seed_MG132_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	proteasome inhibitor mg-132	8 hour	1	run_382	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	46	1	3551_GC6_041573_S00_U46_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=proteasome inhibitor mg-132;AC=NCIT:C128633	8 hour
