source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Escherichia_coli_BW25113_1	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20170616ZJ_BW25113_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	10 ppm	0.02 Da	NT=Carbamidomethylation;AC=UNIMOD:4;NT=Oxidation;AC=UNIMOD:35
Escherichia_coli_BW25113_2	Escherichia coli	cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20170616ZJ_BW25113_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	10 ppm	0.02 Da	NT=Carbamidomethylation;AC=UNIMOD:4;NT=Oxidation;AC=UNIMOD:35
Escherichia_coli_KU1	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20170616ZJ_KU1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	10 ppm	0.02 Da	NT=Carbamidomethylation;AC=UNIMOD:4;NT=Oxidation;AC=UNIMOD:35
Escherichia_coli_KU2	Escherichia coli	cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20170616ZJ_KU2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	10 ppm	0.02 Da	NT=Carbamidomethylation;AC=UNIMOD:4;NT=Oxidation;AC=UNIMOD:35
Escherichia_coli_KU3	Escherichia coli	cell	not available	3	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20170616ZJ_KU3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	10 ppm	0.02 Da	NT=Carbamidomethylation;AC=UNIMOD:4;NT=Oxidation;AC=UNIMOD:35
Escherichia_coli_MG1655_1	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20180222_ZJ_DDA_MG1655_1_library.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	10 ppm	0.02 Da	NT=Carbamidomethylation;AC=UNIMOD:4;NT=Oxidation;AC=UNIMOD:35
Escherichia_coli_MG1655_2	Escherichia coli	cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20180222_ZJ_DDA_MG1655_2_library.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	10 ppm	0.02 Da	NT=Carbamidomethylation;AC=UNIMOD:4;NT=Oxidation;AC=UNIMOD:35
Escherichia_coli_MG1655_3	Escherichia coli	cell	not available	3	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20180222_ZJ_DDA_MG1655_3_library.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	10 ppm	0.02 Da	NT=Carbamidomethylation;AC=UNIMOD:4;NT=Oxidation;AC=UNIMOD:35
Escherichia_coli_MG1655_DIA_1	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20180222_ZJ_DIA_MG1655_1.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	10 ppm	0.02 Da	NT=Carbamidomethylation;AC=UNIMOD:4;NT=Oxidation;AC=UNIMOD:35
Escherichia_coli_MG1655_DIA_2	Escherichia coli	cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20180222_ZJ_DIA_MG1655_2.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher-energy collisional dissociation	10 ppm	0.02 Da	NT=Carbamidomethylation;AC=UNIMOD:4;NT=Oxidation;AC=UNIMOD:35
