source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[genetic modification]	characteristics[sampling site]	characteristics[passage number]	characteristics[culture medium]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genetic modification]
D-HEp3_unmapped_1	Homo sapiens	buccal mucosa	epithelial cell	squamous cell carcinoma of buccal mucosa	HEp-3 cell	CVCL_JB77	HEp-3	tissue	adult	62Y	not available	not available	not available	not available	not available	not available	1	Naba-1-10x_180123194318	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,K,P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	35 NCE	10 ppm	100 mmu	dithiothreitol	iodoacetamide	1	1	Naba-1-10x_180123194318.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	not available
D-HEp3_unmapped_2	Homo sapiens	buccal mucosa	epithelial cell	squamous cell carcinoma of buccal mucosa	HEp-3 cell	CVCL_JB77	HEp-3	tissue	adult	62Y	not available	not available	not available	not available	not available	not available	2	Naba-2-10x	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,K,P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	35 NCE	10 ppm	100 mmu	dithiothreitol	iodoacetamide	1	1	Naba-2-10x.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	not available
D-HEp3_unmapped_3	Homo sapiens	buccal mucosa	epithelial cell	squamous cell carcinoma of buccal mucosa	HEp-3 cell	CVCL_JB77	HEp-3	tissue	adult	62Y	not available	not available	not available	not available	not available	not available	3	Naba-3-10x	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,K,P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	35 NCE	10 ppm	100 mmu	dithiothreitol	iodoacetamide	1	1	Naba-3-10x.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	not available
D-HEp3_unmapped_4	Homo sapiens	buccal mucosa	epithelial cell	squamous cell carcinoma of buccal mucosa	HEp-3 cell	CVCL_JB77	HEp-3	tissue	adult	62Y	not available	not available	not available	not available	not available	not available	4	Naba-4-10x	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,K,P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	35 NCE	10 ppm	100 mmu	dithiothreitol	iodoacetamide	1	1	Naba-4-10x.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	not available
D-HEp3_shCTRL_1	Homo sapiens	buccal mucosa	epithelial cell	squamous cell carcinoma of buccal mucosa	HEp-3 cell	CVCL_JB77	HEp-3	tissue	adult	62Y	not available	not available	shRNA non-targeting control	not available	not available	not available	1	NabaC0-2-10X	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,K,P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	35 NCE	10 ppm	100 mmu	dithiothreitol	iodoacetamide	1	1	NabaC0-2-10X.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	shRNA non-targeting control
D-HEp3_shCTRL_2	Homo sapiens	buccal mucosa	epithelial cell	squamous cell carcinoma of buccal mucosa	HEp-3 cell	CVCL_JB77	HEp-3	tissue	adult	62Y	not available	not available	shRNA non-targeting control	not available	not available	not available	2	NabaC1-1-10X	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,K,P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	35 NCE	10 ppm	100 mmu	dithiothreitol	iodoacetamide	1	1	NabaC1-1-10X.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	shRNA non-targeting control
D-HEp3_shDDR1_1	Homo sapiens	buccal mucosa	epithelial cell	squamous cell carcinoma of buccal mucosa	HEp-3 cell	CVCL_JB77	HEp-3	tissue	adult	62Y	not available	not available	shRNA knockdown of DDR1	not available	not available	not available	1	NabaSh2-4-10X	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,K,P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	35 NCE	10 ppm	100 mmu	dithiothreitol	iodoacetamide	1	1	NabaSh2-4-10X.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	shRNA knockdown of DDR1
D-HEp3_shDDR1_2	Homo sapiens	buccal mucosa	epithelial cell	squamous cell carcinoma of buccal mucosa	HEp-3 cell	CVCL_JB77	HEp-3	tissue	adult	62Y	not available	not available	shRNA knockdown of DDR1	not available	not available	not available	2	NabaSh3-2-10X	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M,K,P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Any N-term;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	35 NCE	10 ppm	100 mmu	dithiothreitol	iodoacetamide	1	1	NabaSh3-2-10X.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	shRNA knockdown of DDR1
