source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
sample_1	homo sapiens	kidney	epithelial cell	1	normal	cell line	not available	female	HEK-293T cell	CVCL_0063	HEK293T	not available	Dulbecco's Modified Eagle Medium	0011-120830HeHaS01Tscx01pD.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD005482/0011-120830HeHaS01Tscx01pD.RAW	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	Strong cation-exchange chromatography (SCX)	10 ppm	0.8 Da	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S, T, Y;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere
sample_1	homo sapiens	kidney	epithelial cell	1	normal	cell line	not available	female	HEK-293T cell	CVCL_0063	HEK293T	not available	Dulbecco's Modified Eagle Medium	0011-120830HeHaS01Tscx02pD.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD005482/0011-120830HeHaS01Tscx02pD.RAW	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	2	Strong cation-exchange chromatography (SCX)	10 ppm	0.8 Da	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S, T, Y;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere
sample_1	homo sapiens	kidney	epithelial cell	1	normal	cell line	not available	female	HEK-293T cell	CVCL_0063	HEK293T	not available	Dulbecco's Modified Eagle Medium	0011-120830HeHaS01Tscx03pD.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD005482/0011-120830HeHaS01Tscx03pD.RAW	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	3	Strong cation-exchange chromatography (SCX)	10 ppm	0.8 Da	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S, T, Y;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere
sample_1	homo sapiens	kidney	epithelial cell	1	normal	cell line	not available	female	HEK-293T cell	CVCL_0063	HEK293T	not available	Dulbecco's Modified Eagle Medium	0011-120830HeHaS01Tscx04pD.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD005482/0011-120830HeHaS01Tscx04pD.RAW	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	4	Strong cation-exchange chromatography (SCX)	10 ppm	0.8 Da	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S, T, Y;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere
sample_1	homo sapiens	kidney	epithelial cell	1	normal	cell line	not available	female	HEK-293T cell	CVCL_0063	HEK293T	not available	Dulbecco's Modified Eagle Medium	0011-120830HeHaS01Tscx05pD.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/08/PXD005482/0011-120830HeHaS01Tscx05pD.RAW	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	5	Strong cation-exchange chromatography (SCX)	10 ppm	0.8 Da	NT=Phospho;AC=UNIMOD:21;MT=variable;TA=S, T, Y;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere
