source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
LCF_1.dat	LCF_1.dat	marine metagenome	sea water	not applicable	not available	Metabolic_traits_of_size-fractionated_microbial_communities_at_an_oceanic_deep_chlorophyll_maximum_waters_revealed_via_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	LCF_1.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	LCF_1.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
LCF_2.dat	LCF_2.dat	marine metagenome	sea water	not applicable	not available	Metabolic_traits_of_size-fractionated_microbial_communities_at_an_oceanic_deep_chlorophyll_maximum_waters_revealed_via_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	LCF_2.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	LCF_2.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
NCF_1.dat	NCF_1.dat	marine metagenome	sea water	not applicable	not available	Metabolic_traits_of_size-fractionated_microbial_communities_at_an_oceanic_deep_chlorophyll_maximum_waters_revealed_via_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	NCF_1.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	NCF_1.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
NCF_2.dat	NCF_2.dat	marine metagenome	sea water	not applicable	not available	Metabolic_traits_of_size-fractionated_microbial_communities_at_an_oceanic_deep_chlorophyll_maximum_waters_revealed_via_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	NCF_2.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	NCF_2.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1300460004_1	P1300460004_1	marine metagenome	sea water	not applicable	not available	Metabolic_traits_of_size-fractionated_microbial_communities_at_an_oceanic_deep_chlorophyll_maximum_waters_revealed_via_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1300460004_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	P1300460004_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1300460004_10	P1300460004_10	marine metagenome	sea water	not applicable	not available	Metabolic_traits_of_size-fractionated_microbial_communities_at_an_oceanic_deep_chlorophyll_maximum_waters_revealed_via_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1300460004_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	P1300460004_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1300460004_11	P1300460004_11	marine metagenome	sea water	not applicable	not available	Metabolic_traits_of_size-fractionated_microbial_communities_at_an_oceanic_deep_chlorophyll_maximum_waters_revealed_via_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1300460004_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	P1300460004_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1300460004_12	P1300460004_12	marine metagenome	sea water	not applicable	not available	Metabolic_traits_of_size-fractionated_microbial_communities_at_an_oceanic_deep_chlorophyll_maximum_waters_revealed_via_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1300460004_12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	P1300460004_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1300460004_13	P1300460004_13	marine metagenome	sea water	not applicable	not available	Metabolic_traits_of_size-fractionated_microbial_communities_at_an_oceanic_deep_chlorophyll_maximum_waters_revealed_via_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1300460004_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	P1300460004_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
P1300460004_14	P1300460004_14	marine metagenome	sea water	not applicable	not available	Metabolic_traits_of_size-fractionated_microbial_communities_at_an_oceanic_deep_chlorophyll_maximum_waters_revealed_via_metaproteomics	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	P1300460004_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	P1300460004_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
