source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host subject id]	characteristics[host body site]	characteristics[host body product]	characteristics[host disease status]	characteristics[developmental stage]	characteristics[age]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[metagenome accession]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[sample name]
116	116	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	116	human gut	feces	not available	infant	10m	1	116-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	116-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	116
116	116	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	116	human gut	feces	not available	infant	10m	1	116-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	116-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	116
120	120	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	120	human gut	feces	not available	infant	10m	1	120-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	120-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	120
120	120	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	120	human gut	feces	not available	infant	10m	1	120-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	120-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	120
120	120	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	120	human gut	feces	not available	infant	10m	1	120-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	120-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	120
134	134	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	134	human gut	feces	not available	infant	10m	1	134-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	134-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	134
134	134	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	134	human gut	feces	not available	infant	10m	1	134-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	134-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	134
134	134	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	134	human gut	feces	not available	infant	10m	1	134-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	134-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	134
165	165	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	165	human gut	feces	not available	infant	10m	1	165-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	165-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	165
165	165	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	165	human gut	feces	not available	infant	10m	1	165-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	165-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	165
165	165	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	165	human gut	feces	not available	infant	10m	1	165-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	165-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	165
173	173	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	173	human gut	feces	not available	infant	10m	1	173-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	173-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	173
173	173	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	173	human gut	feces	not available	infant	10m	1	173-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	173-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	173
173	173	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	173	human gut	feces	not available	infant	10m	1	173-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	173-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	173
177	177	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	177	human gut	feces	not available	infant	10m	1	177-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	177-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	177
177	177	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	177	human gut	feces	not available	infant	10m	1	177-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	177-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	177
177	177	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	177	human gut	feces	not available	infant	10m	1	177-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	177-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	177
188	188	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	188	human gut	feces	not available	infant	10m	1	188-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	188-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	188
188	188	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	188	human gut	feces	not available	infant	10m	1	188-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	188-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	188
188	188	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	188	human gut	feces	not available	infant	10m	1	188-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	188-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	188
192	192	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	192	human gut	feces	not available	infant	10m	1	192-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	192-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	192
192	192	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	192	human gut	feces	not available	infant	10m	1	192-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	192-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	192
192	192	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	192	human gut	feces	not available	infant	10m	1	192-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	192-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	192
202	202	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	202	human gut	feces	not available	infant	10m	1	202-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	202-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	202
202	202	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	202	human gut	feces	not available	infant	10m	1	202-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	202-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	202
202	202	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	202	human gut	feces	not available	infant	10m	1	202-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	202-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	202
212	212	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	212	human gut	feces	not available	infant	10m	1	212-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	212-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	212
212	212	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	212	human gut	feces	not available	infant	10m	1	212-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	212-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	212
212	212	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	212	human gut	feces	not available	infant	10m	1	212-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	212-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	212
217	217	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	217	human gut	feces	not available	infant	10m	1	217-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	217-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	217
217	217	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	217	human gut	feces	not available	infant	10m	1	217-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	217-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	217
217	217	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	217	human gut	feces	not available	infant	10m	1	217-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	217-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	217
257	257	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	257	human gut	feces	not available	infant	10m	1	257-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	257-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	257
257	257	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	257	human gut	feces	not available	infant	10m	1	257-2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	257-2.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	257
257	257	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	257	human gut	feces	not available	infant	10m	1	257-3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	257-3.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	257
275	275	human gut metagenome	not applicable	not applicable	not available	feces	Thailand	gut microbiome	Homo sapiens	275	human gut	feces	not available	infant	10m	1	275-1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=impact II;AC=MS:1002666	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	PRJNA751473	1	275-1.mzXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	275
