source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
qe1_2014feb07_10_uc_at13_1-1fwd	Saccharomyces cerevisiae	not available	not available	1	qe1_2014feb07_10_uc_at13_1-1fwd	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	qe1_2014feb07_10_uc_at13_1-1fwd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
qe1_2014feb07_12_uc_at13_1-2fwd	Saccharomyces cerevisiae	not available	not available	1	qe1_2014feb07_12_uc_at13_1-2fwd	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	qe1_2014feb07_12_uc_at13_1-2fwd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
qe1_2014feb07_14_uc_at13_2-1fwd	Saccharomyces cerevisiae	not available	not available	1	qe1_2014feb07_14_uc_at13_2-1fwd	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	qe1_2014feb07_14_uc_at13_2-1fwd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
qe1_2014feb07_16_uc_at13_2-2fwd	Saccharomyces cerevisiae	not available	not available	1	qe1_2014feb07_16_uc_at13_2-2fwd	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	qe1_2014feb07_16_uc_at13_2-2fwd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
qe1_2014feb07_18_uc_at13_3-1fwd	Saccharomyces cerevisiae	not available	not available	1	qe1_2014feb07_18_uc_at13_3-1fwd	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	qe1_2014feb07_18_uc_at13_3-1fwd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
qe1_2014feb07_20_uc_at13_3-2fwd	Saccharomyces cerevisiae	not available	not available	1	qe1_2014feb07_20_uc_at13_3-2fwd	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	qe1_2014feb07_20_uc_at13_3-2fwd.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
qe1_2014feb07_23_uc_at13_1-1rev	Saccharomyces cerevisiae	not available	not available	1	qe1_2014feb07_23_uc_at13_1-1rev	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	qe1_2014feb07_23_uc_at13_1-1rev.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
qe1_2014feb07_25_uc_at13_1-2rev	Saccharomyces cerevisiae	not available	not available	1	qe1_2014feb07_25_uc_at13_1-2rev	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	qe1_2014feb07_25_uc_at13_1-2rev.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
qe1_2014feb07_27_uc_at13_2-1rev	Saccharomyces cerevisiae	not available	not available	1	qe1_2014feb07_27_uc_at13_2-1rev	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	qe1_2014feb07_27_uc_at13_2-1rev.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
qe1_2014feb07_29_uc_at13_2-2rev	Saccharomyces cerevisiae	not available	not available	1	qe1_2014feb07_29_uc_at13_2-2rev	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	qe1_2014feb07_29_uc_at13_2-2rev.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
