source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
HF247_MSQ1052_AureliaWeber_S2_1	Homo sapiens	Primary cell	not available	not available	not available	1	HF247_MSQ1052_AureliaWeber_S2_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HF247_MSQ1052_AureliaWeber_S2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Primary cell
HF247_MSQ1052_AureliaWeber_S4_2	Homo sapiens	Primary cell	not available	not available	not available	1	HF247_MSQ1052_AureliaWeber_S4_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HF247_MSQ1052_AureliaWeber_S4_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Primary cell
HF247_MSQ1052_AureliaWeber_S3_3	Homo sapiens	Primary cell	not available	not available	not available	1	HF247_MSQ1052_AureliaWeber_S3_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HF247_MSQ1052_AureliaWeber_S3_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Primary cell
HF247_MSQ1052_AureliaWeber_S3_4	Homo sapiens	Primary cell	not available	not available	not available	1	HF247_MSQ1052_AureliaWeber_S3_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HF247_MSQ1052_AureliaWeber_S3_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Primary cell
HF247_MSQ1052_AureliaWeber_S2_4	Homo sapiens	Primary cell	not available	not available	not available	1	HF247_MSQ1052_AureliaWeber_S2_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HF247_MSQ1052_AureliaWeber_S2_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Primary cell
HF247_MSQ1052_AureliaWeber_S1_2	Homo sapiens	Primary cell	not available	not available	not available	1	HF247_MSQ1052_AureliaWeber_S1_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HF247_MSQ1052_AureliaWeber_S1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Primary cell
HF247_MSQ1052_AureliaWeber_S2_2	Homo sapiens	Primary cell	not available	not available	not available	1	HF247_MSQ1052_AureliaWeber_S2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HF247_MSQ1052_AureliaWeber_S2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Primary cell
HF247_MSQ1052_AureliaWeber_S2_3	Homo sapiens	Primary cell	not available	not available	not available	1	HF247_MSQ1052_AureliaWeber_S2_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HF247_MSQ1052_AureliaWeber_S2_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Primary cell
HF247_MSQ1052_AureliaWeber_S3_1	Homo sapiens	Primary cell	not available	not available	not available	1	HF247_MSQ1052_AureliaWeber_S3_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HF247_MSQ1052_AureliaWeber_S3_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Primary cell
HF247_MSQ1052_AureliaWeber_S3_2	Homo sapiens	Primary cell	not available	not available	not available	1	HF247_MSQ1052_AureliaWeber_S3_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HF247_MSQ1052_AureliaWeber_S3_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Primary cell
