source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
BioID_41GFPFis1_Apl5Turbo_1	Saccharomyces cerevisiae	not available	not available	1	BioID_41GFPFis1_Apl5Turbo_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_41GFPFis1_Apl5Turbo_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_41GFPFis1_Apl5Turbo_2	Saccharomyces cerevisiae	not available	not available	1	BioID_41GFPFis1_Apl5Turbo_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_41GFPFis1_Apl5Turbo_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_41GFPFis1_Apl5Turbo_3	Saccharomyces cerevisiae	not available	not available	1	BioID_41GFPFis1_Apl5Turbo_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_41GFPFis1_Apl5Turbo_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_41GFPFis1_wt_1	Saccharomyces cerevisiae	not available	not available	1	BioID_41GFPFis1_wt_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_41GFPFis1_wt_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_41GFPFis1_wt_2	Saccharomyces cerevisiae	not available	not available	1	BioID_41GFPFis1_wt_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_41GFPFis1_wt_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_41GFPFis1_wt_3	Saccharomyces cerevisiae	not available	not available	1	BioID_41GFPFis1_wt_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_41GFPFis1_wt_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_Apl5TurboID_1	Saccharomyces cerevisiae	not available	not available	1	BioID_Apl5TurboID_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_Apl5TurboID_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_Apl5TurboID_2	Saccharomyces cerevisiae	not available	not available	1	BioID_Apl5TurboID_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_Apl5TurboID_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_Apl5TurboID_3	Saccharomyces cerevisiae	not available	not available	1	BioID_Apl5TurboID_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_Apl5TurboID_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_age2d_Apl5TurboID_2	Saccharomyces cerevisiae	not available	not available	1	BioID_age2d_Apl5TurboID_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_age2d_Apl5TurboID_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_age2d_Apl5TurboID_3	Saccharomyces cerevisiae	not available	not available	1	BioID_age2d_Apl5TurboID_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_age2d_Apl5TurboID_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_age2d_pl5TurboID_1	Saccharomyces cerevisiae	not available	not available	1	BioID_age2d_pl5TurboID_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_age2d_pl5TurboID_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_wt_1	Saccharomyces cerevisiae	not available	not available	1	BioID_wt_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_wt_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_wt_2	Saccharomyces cerevisiae	not available	not available	1	BioID_wt_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_wt_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
BioID_wt_3	Saccharomyces cerevisiae	not available	not available	1	BioID_wt_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	BioID_wt_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
