source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
C7469FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7469FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7469FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7469FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C7821BL	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7821BL	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7821BL.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7821BL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C7486EH	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7486EH	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7486EH.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7486EH.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C7856FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7856FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7856FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7856FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C7908FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7908FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7908FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7908FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C8058FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C8058FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C8058FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C8058FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
H1853BL	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	H1853BL	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	H1853BL.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/H1853BL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
H1884FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	H1884FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	H1884FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/H1884FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C7778BL	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7778BL	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7778BL.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7778BL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
H1993FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	H1993FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	H1993FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/H1993FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
H1888FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	H1888FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	H1888FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/H1888FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C7714FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7714FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7714FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7714FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C7738FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7738FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7738FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7738FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
H1885FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	H1885FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	H1885FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/H1885FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C7923FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7923FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7923FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7923FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C7770BL	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7770BL	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7770BL.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7770BL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
C7851FD	homo sapiens	Bladder cell	not applicable	urinary bladder cancer	enrichment of phosphorylated protein	1	C7851FD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive hf-x;AC=MS:1002877	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.6 Da	0.6 Da	dithiothreitol (dtt)	1	1	C7851FD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD022435/C7851FD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Bladder cell
