source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
117_2024-VCL-AA-SMT-2-DKO2	Leishmania donovani bpk282a1	not available	1	117_2024-VCL-AA-SMT-2-DKO2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117_2024-VCL-AA-SMT-2-DKO2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117-2024-VCL-2-AmB-R1	Leishmania donovani bpk282a1	not available	1	117-2024-VCL-2-AmB-R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117-2024-VCL-2-AmB-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117_2024-VCL-AA-SMT-1-DKO	Leishmania donovani bpk282a1	not available	1	117_2024-VCL-AA-SMT-1-DKO	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117_2024-VCL-AA-SMT-1-DKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117-2024-VCL-8-SMT1-dKO	Leishmania donovani bpk282a1	not available	1	117-2024-VCL-8-SMT1-dKO	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117-2024-VCL-8-SMT1-dKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117-2024-VCL-3-AmB-R1plusWT	Leishmania donovani bpk282a1	not available	1	117-2024-VCL-3-AmB-R1plusWT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117-2024-VCL-3-AmB-R1plusWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117-2024-VCL-5-AmB-R3	Leishmania donovani bpk282a1	not available	1	117-2024-VCL-5-AmB-R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117-2024-VCL-5-AmB-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117-2024-VCL-4-AmB-R1plusMUT	Leishmania donovani bpk282a1	not available	1	117-2024-VCL-4-AmB-R1plusMUT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117-2024-VCL-4-AmB-R1plusMUT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117-2024-VCL-1-WT1	Leishmania donovani bpk282a1	not available	1	117-2024-VCL-1-WT1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117-2024-VCL-1-WT1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117-2024-VCL-9-SMT2-dKO	Leishmania donovani bpk282a1	not available	1	117-2024-VCL-9-SMT2-dKO	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117-2024-VCL-9-SMT2-dKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117-2024-VCL-6-AmB-R3plusSMT-1	Leishmania donovani bpk282a1	not available	1	117-2024-VCL-6-AmB-R3plusSMT-1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117-2024-VCL-6-AmB-R3plusSMT-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117-2024-VCL-7-AmB-R3plusSMT-2	Leishmania donovani bpk282a1	not available	1	117-2024-VCL-7-AmB-R3plusSMT-2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117-2024-VCL-7-AmB-R3plusSMT-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
117_2024-VCL-AA-WT	Leishmania donovani bpk282a1	not available	1	117_2024-VCL-AA-WT	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	117_2024-VCL-AA-WT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
