source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
UTI89_1_1	Escherichia coli	cell	not available	1	not available	UTI89_1_1	proteomic profiling by mass spectrometry	1	hm_5265_CB_072718_pt5ul_04.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
UTI89_1_2	Escherichia coli	cell	not available	1	not available	UTI89_1_2	proteomic profiling by mass spectrometry	2	hm_5265_CB_072718_pt5ul_05.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	not available
UTI89_1_3	Escherichia coli	cell	not available	1	not available	UTI89_1_3	proteomic profiling by mass spectrometry	3	hm_5265_CB_072718_pt5ul_11.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	not available	not available	not available
UTI89_2_1	Escherichia coli	cell	not available	2	not available	UTI89_2_1	proteomic profiling by mass spectrometry	1	hm_5265_CB_072718_pt5ul_12.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
UTI89_2_2	Escherichia coli	cell	not available	2	not available	UTI89_2_2	proteomic profiling by mass spectrometry	2	hm_5265_CB_072718_pt5ul_10.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	not available
UTI89_2_3	Escherichia coli	cell	not available	2	not available	UTI89_2_3	proteomic profiling by mass spectrometry	3	hm_5265_CB_072718_pt5ul_08.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	not available	not available	not available
UTI89_3_1	Escherichia coli	cell	not available	3	not available	UTI89_3_1	proteomic profiling by mass spectrometry	1	hm_5265_CB_072718_pt5ul_01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
UTI89_3_2	Escherichia coli	cell	not available	3	not available	UTI89_3_2	proteomic profiling by mass spectrometry	2	hm_5265_CB_072718_pt5ul_07.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	not available
UTI89_3_3	Escherichia coli	cell	not available	3	not available	UTI89_3_3	proteomic profiling by mass spectrometry	3	hm_5265_CB_072718_pt5ul_03.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	not available	not available	not available
UTI89_4_1	Escherichia coli	cell	not available	4	not available	UTI89_4_1	proteomic profiling by mass spectrometry	1	hm_5265_CB_072718_pt5ul_09.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
UTI89_4_2	Escherichia coli	cell	not available	4	not available	UTI89_4_2	proteomic profiling by mass spectrometry	2	hm_5265_CB_072718_pt5ul_06.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	not available
UTI89_4_3	Escherichia coli	cell	not available	4	not available	UTI89_4_3	proteomic profiling by mass spectrometry	3	hm_5265_CB_072718_pt5ul_02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	not available	not available	not available
