source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
QE1077_MSQ1551_20190113_RaviGupta_LF0	Homo sapiens	Blood	not available	not available	not available	1	QE1077_MSQ1551_20190113_RaviGupta_LF0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	QE1077_MSQ1551_20190113_RaviGupta_LF0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Blood
QE1077_MSQ1551_20190113_RaviGupta_RD5_P	Homo sapiens	Blood	not available	not available	not available	1	QE1077_MSQ1551_20190113_RaviGupta_RD5_P	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	QE1077_MSQ1551_20190113_RaviGupta_RD5_P.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Blood
QE1077_MSQ1551_20190113_RaviGupta_LF5	Homo sapiens	Blood	not available	not available	not available	1	QE1077_MSQ1551_20190113_RaviGupta_LF5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	QE1077_MSQ1551_20190113_RaviGupta_LF5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Blood
QE1077_MSQ1551_20190113_RaviGupta_RD120	Homo sapiens	Blood	not available	not available	not available	1	QE1077_MSQ1551_20190113_RaviGupta_RD120	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	QE1077_MSQ1551_20190113_RaviGupta_RD120.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Blood
QE1077_MSQ1551_20190113_RaviGupta_LF0_P	Homo sapiens	Blood	not available	not available	not available	1	QE1077_MSQ1551_20190113_RaviGupta_LF0_P	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	QE1077_MSQ1551_20190113_RaviGupta_LF0_P.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Blood
QE1077_MSQ1551_20190113_RaviGupta_RD0	Homo sapiens	Blood	not available	not available	not available	1	QE1077_MSQ1551_20190113_RaviGupta_RD0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	QE1077_MSQ1551_20190113_RaviGupta_RD0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Blood
QE1077_MSQ1551_20190113_RaviGupta_LF120	Homo sapiens	Blood	not available	not available	not available	1	QE1077_MSQ1551_20190113_RaviGupta_LF120	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	QE1077_MSQ1551_20190113_RaviGupta_LF120.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Blood
QE1077_MSQ1551_20190113_RaviGupta_LF5_P_190116173250	Homo sapiens	Blood	not available	not available	not available	1	QE1077_MSQ1551_20190113_RaviGupta_LF5_P_190116173250	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	QE1077_MSQ1551_20190113_RaviGupta_LF5_P_190116173250.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Blood
QE1077_MSQ1551_20190113_RaviGupta_LF120_P	Homo sapiens	Blood	not available	not available	not available	1	QE1077_MSQ1551_20190113_RaviGupta_LF120_P	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	QE1077_MSQ1551_20190113_RaviGupta_LF120_P.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Blood
QE1077_MSQ1551_20190113_RaviGupta_RD0_P	Homo sapiens	Blood	not available	not available	not available	1	QE1077_MSQ1551_20190113_RaviGupta_RD0_P	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	QE1077_MSQ1551_20190113_RaviGupta_RD0_P.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Blood
