source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
092816_rif1vsWT_H5	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	092816_rif1vsWT_H5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	092816_rif1vsWT_H5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/092816_rif1vsWT_H5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
021517_DDC1vsDNA2aad_A_H3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	021517_DDC1vsDNA2aad_A_H3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	021517_DDC1vsDNA2aad_A_H3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/021517_DDC1vsDNA2aad_A_H3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
092816_rif1vsWT_H6	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	092816_rif1vsWT_H6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	092816_rif1vsWT_H6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/092816_rif1vsWT_H6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
040315_G1_164vsrnh12_Hilic_8	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	8	040315_G1_164vsrnh12_Hilic_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	040315_G1_164vsrnh12_Hilic_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/040315_G1_164vsrnh12_Hilic_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
050817_MADvsRtt107MAD_A_H7_170520135836	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	050817_MADvsRtt107MAD_A_H7_170520135836	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	050817_MADvsRtt107MAD_A_H7_170520135836.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/050817_MADvsRtt107MAD_A_H7_170520135836.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
040116_DDC1FLvsDNA2aad_8ul_6pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	040116_DDC1FLvsDNA2aad_8ul_6pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	040116_DDC1FLvsDNA2aad_8ul_6pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/040116_DDC1FLvsDNA2aad_8ul_6pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
060116_RIF1vsrif1_H7	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	060116_RIF1vsrif1_H7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	060116_RIF1vsrif1_H7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/060116_RIF1vsrif1_H7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121415_MMS_DNA2aadvsDDC1FL_HILIC_3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	3	121415_MMS_DNA2aadvsDDC1FL_HILIC_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	121415_MMS_DNA2aadvsDDC1FL_HILIC_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/121415_MMS_DNA2aadvsDDC1FL_HILIC_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
062918_sml1VsSML1_3pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	062918_sml1VsSML1_3pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	062918_sml1VsSML1_3pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/062918_sml1VsSML1_3pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
041116_rif1_20ul_3pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	041116_rif1_20ul_3pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	041116_rif1_20ul_3pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/041116_rif1_20ul_3pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
031517_MADvsSgs1MAD_H9	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	031517_MADvsSgs1MAD_H9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	031517_MADvsSgs1MAD_H9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/031517_MADvsSgs1MAD_H9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
101317_dna2AAvsddc1_A_H3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	101317_dna2AAvsddc1_A_H3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	101317_dna2AAvsddc1_A_H3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/101317_dna2AAvsddc1_A_H3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
040116_MMS_DDC1vsDNA2aad_12ul_H4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	040116_MMS_DDC1vsDNA2aad_12ul_H4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	040116_MMS_DDC1vsDNA2aad_12ul_H4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/040116_MMS_DDC1vsDNA2aad_12ul_H4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
020817_EVvsDNA2aad_A_H12	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	020817_EVvsDNA2aad_A_H12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	020817_EVvsDNA2aad_A_H12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/020817_EVvsDNA2aad_A_H12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
062918_chabes_H7	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	062918_chabes_H7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	062918_chabes_H7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/062918_chabes_H7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
021517_DDC1vsDNA2aad_A_H5_170221145233	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	021517_DDC1vsDNA2aad_A_H5_170221145233	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	021517_DDC1vsDNA2aad_A_H5_170221145233.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/021517_DDC1vsDNA2aad_A_H5_170221145233.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
022417_DNAAAvsddc1_B_HF_170302195307	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	022417_DNAAAvsddc1_B_HF_170302195307	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	022417_DNAAAvsddc1_B_HF_170302195307.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/022417_DNAAAvsddc1_B_HF_170302195307.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
101317_dna2AAvsddc1_A_H5	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	101317_dna2AAvsddc1_A_H5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	101317_dna2AAvsddc1_A_H5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/101317_dna2AAvsddc1_A_H5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
021517_DDC1vsDNA2aad_B_H4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	021517_DDC1vsDNA2aad_B_H4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	021517_DDC1vsDNA2aad_B_H4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/021517_DDC1vsDNA2aad_B_H4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
041917_MADvsRtt107mad_B_H6	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	041917_MADvsRtt107mad_B_H6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	041917_MADvsRtt107mad_B_H6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/041917_MADvsRtt107mad_B_H6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
071017_DDC1DNA2vsMAD_A_H9	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	071017_DDC1DNA2vsMAD_A_H9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	071017_DDC1DNA2vsMAD_A_H9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/071017_DDC1DNA2vsMAD_A_H9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
112717_MMSvsG14NQO_B_H6_171205022846	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	112717_MMSvsG14NQO_B_H6_171205022846	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	112717_MMSvsG14NQO_B_H6_171205022846.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/112717_MMSvsG14NQO_B_H6_171205022846.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
