source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
2325003_Lee_1_S1-A2_1_7705	Candida albicans	not available	not available	1	2325003_Lee_1_S1-A2_1_7705	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_Lee_1_S1-A2_1_7705.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2325003_Lee_2_S1-A12_1_7715	Candida albicans	not available	not available	1	2325003_Lee_2_S1-A12_1_7715	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_Lee_2_S1-A12_1_7715.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2325003_Lee_3_S1-B10_1_7725	Candida albicans	not available	not available	1	2325003_Lee_3_S1-B10_1_7725	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_Lee_3_S1-B10_1_7725.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2325003_Lee_4_S1-C8_1_7735	Candida albicans	not available	not available	1	2325003_Lee_4_S1-C8_1_7735	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_Lee_4_S1-C8_1_7735.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2325003_NAG_1_S1-A10_1_7713	Candida albicans	not available	not available	1	2325003_NAG_1_S1-A10_1_7713	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_NAG_1_S1-A10_1_7713.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2325003_NAG_2_S1-B8_1_7723	Candida albicans	not available	not available	1	2325003_NAG_2_S1-B8_1_7723	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_NAG_2_S1-B8_1_7723.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2325003_NAG_3_S1-C6_1_7733	Candida albicans	not available	not available	1	2325003_NAG_3_S1-C6_1_7733	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_NAG_3_S1-C6_1_7733.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2325003_NAG_4_S1-D4_1_7743	Candida albicans	not available	not available	1	2325003_NAG_4_S1-D4_1_7743	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_NAG_4_S1-D4_1_7743.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2325003_Serum_1_S4-C3_1_8001	Candida albicans	not available	not available	1	2325003_Serum_1_S4-C3_1_8001	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_Serum_1_S4-C3_1_8001.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2325003_Serum_2_S4-C5_1_8003	Candida albicans	not available	not available	1	2325003_Serum_2_S4-C5_1_8003	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_Serum_2_S4-C5_1_8003.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
2325003_Serum_3_S4-C7_1_8005	Candida albicans	not available	not available	1	2325003_Serum_3_S4-C7_1_8005	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	1	1	2325003_Serum_3_S4-C7_1_8005.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
