source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
Ecoli_W3110_1	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20160726_Goloubinoff_8367_1-4_3ul_140min.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion;AC=MS:1002416	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli_W3110_2	Escherichia coli	cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20160528_Goloubinoff_8341_1-20_3ul_140min.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion;AC=MS:1002416	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli_W3110_3	Escherichia coli	cell	not available	3	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20160726_Goloubinoff_8368_1-4_3ul_140min.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion;AC=MS:1002416	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli_W3110_4	Escherichia coli	cell	not available	4	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20160726_Goloubinoff_8369_1-4_3ul_140min.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion;AC=MS:1002416	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli_W3110_5	Escherichia coli	cell	not available	5	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20160528_Goloubinoff_8396_1-20_2ul_140min.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion;AC=MS:1002416	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli_W3110_6	Escherichia coli	cell	not available	6	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20160527_Goloubinoff_8345_1-20_6ul_140min.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion;AC=MS:1002416	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli_W3110_7	Escherichia coli	cell	not available	7	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20160527_Goloubinoff_8351_1-20_2ul_140min.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion;AC=MS:1002416	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli_W3110_8	Escherichia coli	cell	not available	8	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20160726_Goloubinoff_8365_1-4_5ul_140min.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion;AC=MS:1002416	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli_W3110_9	Escherichia coli	cell	not available	9	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20160727_Goloubinoff_8361_1-4_2ul_140min.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion;AC=MS:1002416	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Ecoli_W3110_10	Escherichia coli	cell	not available	10	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20160725_Goloubinoff_8376_1-4_2ul_140min.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion;AC=MS:1002416	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0
