source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Lara_210429_P1603_PH_DK_TMT6_R1_F1	Mus musculus	Hepatocyte	not available	not available	1	Lara_210429_P1603_PH_DK_TMT6_R1_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lara_210429_P1603_PH_DK_TMT6_R1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Hepatocyte
Lara_210429_P1603_PH_DK_TMT6_R1_F7	Mus musculus	Hepatocyte	not available	not available	1	Lara_210429_P1603_PH_DK_TMT6_R1_F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lara_210429_P1603_PH_DK_TMT6_R1_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Hepatocyte
Lara_210429_P1603_PH_DK_TMT6_R1_F6	Mus musculus	Hepatocyte	not available	not available	1	Lara_210429_P1603_PH_DK_TMT6_R1_F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lara_210429_P1603_PH_DK_TMT6_R1_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Hepatocyte
Lara_210429_P1603_PH_DK_TMT6_R1_F11	Mus musculus	Hepatocyte	not available	not available	1	Lara_210429_P1603_PH_DK_TMT6_R1_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lara_210429_P1603_PH_DK_TMT6_R1_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Hepatocyte
Lara_210429_P1603_PH_DK_TMT6_R1_F3	Mus musculus	Hepatocyte	not available	not available	1	Lara_210429_P1603_PH_DK_TMT6_R1_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lara_210429_P1603_PH_DK_TMT6_R1_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Hepatocyte
Lara_210429_P1603_PH_DK_TMT6_R1_F10	Mus musculus	Hepatocyte	not available	not available	1	Lara_210429_P1603_PH_DK_TMT6_R1_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lara_210429_P1603_PH_DK_TMT6_R1_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Hepatocyte
Lara_210429_P1603_PH_DK_TMT6_R1_F5	Mus musculus	Hepatocyte	not available	not available	1	Lara_210429_P1603_PH_DK_TMT6_R1_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lara_210429_P1603_PH_DK_TMT6_R1_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Hepatocyte
Lara_210429_P1603_PH_DK_TMT6_R1_F2	Mus musculus	Hepatocyte	not available	not available	1	Lara_210429_P1603_PH_DK_TMT6_R1_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lara_210429_P1603_PH_DK_TMT6_R1_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Hepatocyte
Lara_210429_P1603_PH_DK_TMT6_R1_F8	Mus musculus	Hepatocyte	not available	not available	1	Lara_210429_P1603_PH_DK_TMT6_R1_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lara_210429_P1603_PH_DK_TMT6_R1_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Hepatocyte
Lara_210429_P1603_PH_DK_TMT6_R1_F9	Mus musculus	Hepatocyte	not available	not available	1	Lara_210429_P1603_PH_DK_TMT6_R1_F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lara_210429_P1603_PH_DK_TMT6_R1_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Hepatocyte
