source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Ecoli_SEC5_F2	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC5_F2	proteomic profiling by mass spectrometry	1	Ecoli_SEC5_F2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	2	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC4_F7	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC4_F7	proteomic profiling by mass spectrometry	1	Ecoli_SEC4_F7.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	7	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC1_F4	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC1_F4	proteomic profiling by mass spectrometry	1	Ecoli_SEC1_F4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	4	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC4_F3	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC4_F3	proteomic profiling by mass spectrometry	1	Ecoli_SEC4_F3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	3	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC3_F9	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC3_F9	proteomic profiling by mass spectrometry	1	Ecoli_SEC3_F9.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	9	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC4_F8	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC4_F8	proteomic profiling by mass spectrometry	1	Ecoli_SEC4_F8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	8	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC5_F6	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC5_F6	proteomic profiling by mass spectrometry	1	Ecoli_SEC5_F6.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	6	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC5_F3	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC5_F3	proteomic profiling by mass spectrometry	1	Ecoli_SEC5_F3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	3	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC5_F11	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC5_F11	proteomic profiling by mass spectrometry	1	Ecoli_SEC5_F11.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	11	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC5_F5	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC5_F5	proteomic profiling by mass spectrometry	1	Ecoli_SEC5_F5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	5	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC4_F2	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC4_F2	proteomic profiling by mass spectrometry	1	Ecoli_SEC4_F2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	2	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC3_F7	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC3_F7	proteomic profiling by mass spectrometry	1	Ecoli_SEC3_F7.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	7	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC5_F9	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC5_F9	proteomic profiling by mass spectrometry	1	Ecoli_SEC5_F9.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	9	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
Ecoli_SEC3_F2	Escherichia coli	not applicable	not applicable	1	not applicable	Ecoli_SEC3_F2	proteomic profiling by mass spectrometry	1	Ecoli_SEC3_F2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	not applicable	NT=label free sample;AC=MS:1002038	2	not applicable	15 ppm	15 ppm	NT=Cysteine carbamidomethylation
