source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
180104_NAH_field_BATS_1021_puff-(2).mzid_180104_NAH_field_BATS_1021_puff-(2).pride	180104_NAH_field_BATS_1021_puff-_2_.mzid_180104_NAH_field_BATS_1021_puff-_2_.pride	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_field_BATS_1021_puff-(2).mzid_180104_NAH_field_BATS_1021_puff-(2).pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_field_BATS_1021_puff-(2).mzid_180104_NAH_field_BATS_1021_puff-(2).pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_field_BATS_1023_puff-(2).mzid_180104_NAH_field_BATS_1023_puff-(2).pride	180104_NAH_field_BATS_1023_puff-_2_.mzid_180104_NAH_field_BATS_1023_puff-_2_.pride	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_field_BATS_1023_puff-(2).mzid_180104_NAH_field_BATS_1023_puff-(2).pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_field_BATS_1023_puff-(2).mzid_180104_NAH_field_BATS_1023_puff-(2).pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_field_BATS_1023_puff-2.mzid_180104_NAH_field_BATS_1023_puff-2	180104_NAH_field_BATS_1023_puff-2.mzid_180104_NAH_field_BATS_1023_puff-2	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_field_BATS_1023_puff-2.mzid_180104_NAH_field_BATS_1023_puff-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_field_BATS_1023_puff-2.mzid_180104_NAH_field_BATS_1023_puff-2.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_field_BATS_1023_puff	180104_NAH_field_BATS_1023_puff	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_field_BATS_1023_puff	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_field_BATS_1023_puff.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180120_NAH_trichotransect_unenriche_710.mzid_180120_NAH_trichotransect_unenriche_710.pride	180120_NAH_trichotransect_unenriche_710.mzid_180120_NAH_trichotransect_unenriche_710.pride	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180120_NAH_trichotransect_unenriche_710.mzid_180120_NAH_trichotransect_unenriche_710.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180120_NAH_trichotransect_unenriche_710.mzid_180120_NAH_trichotransect_unenriche_710.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180120_NAH_trichotransect_unenriche_714.mzid_180120_NAH_trichotransect_unenriche_714.pride	180120_NAH_trichotransect_unenriche_714.mzid_180120_NAH_trichotransect_unenriche_714.pride	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180120_NAH_trichotransect_unenriche_714.mzid_180120_NAH_trichotransect_unenriche_714.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180120_NAH_trichotransect_unenriche_714.mzid_180120_NAH_trichotransect_unenriche_714.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180120_NAH_trichotransect_unenriche_719_180122055757.mzid_180120_NAH_trichotransect_unenriche_719_180122055757.pride	180120_NAH_trichotransect_unenriche_719_180122055757.mzid_180120_NAH_trichotransect_unenriche_719_180122055757.pride	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180120_NAH_trichotransect_unenriche_719_180122055757.mzid_180120_NAH_trichotransect_unenriche_719_180122055757.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180120_NAH_trichotransect_unenriche_719_180122055757.mzid_180120_NAH_trichotransect_unenriche_719_180122055757.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180120_NAH_trichotransect_unenriche_724.mzid_180120_NAH_trichotransect_unenriche_724	180120_NAH_trichotransect_unenriche_724.mzid_180120_NAH_trichotransect_unenriche_724	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180120_NAH_trichotransect_unenriche_724.mzid_180120_NAH_trichotransect_unenriche_724	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180120_NAH_trichotransect_unenriche_724.mzid_180120_NAH_trichotransect_unenriche_724.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180120_NAH_trichotransect_unenriche_724.mzid_180120_NAH_trichotransect_unenriche_724.pride	180120_NAH_trichotransect_unenriche_724.mzid_180120_NAH_trichotransect_unenriche_724.pride	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180120_NAH_trichotransect_unenriche_724.mzid_180120_NAH_trichotransect_unenriche_724.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180120_NAH_trichotransect_unenriche_724.mzid_180120_NAH_trichotransect_unenriche_724.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180120_NAH_trichotransect_unenriche_729_180122150818.mzid_180120_NAH_trichotransect_unenriche_729_180122150818.pride	180120_NAH_trichotransect_unenriche_729_180122150818.mzid_180120_NAH_trichotransect_unenriche_729_180122150818.pride	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180120_NAH_trichotransect_unenriche_729_180122150818.mzid_180120_NAH_trichotransect_unenriche_729_180122150818.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180120_NAH_trichotransect_unenriche_729_180122150818.mzid_180120_NAH_trichotransect_unenriche_729_180122150818.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180120_NAH_trichotransect_unenriche_D1.mzid_180120_NAH_trichotransect_unenriche_D1.pride	180120_NAH_trichotransect_unenriche_D1.mzid_180120_NAH_trichotransect_unenriche_D1.pride	Trichodesmium	sea water	not applicable	not available	Trichodesmium_field_metaproteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180120_NAH_trichotransect_unenriche_D1.mzid_180120_NAH_trichotransect_unenriche_D1.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	180120_NAH_trichotransect_unenriche_D1.mzid_180120_NAH_trichotransect_unenriche_D1.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
