source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Run1_C_R1_1620ng.msf	Run1_C_R1_1620ng.msf	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_C_R1_1620ng.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_C_R1_1620ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_C_R1_1620ng	Run1_C_R1_1620ng	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_C_R1_1620ng	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_C_R1_1620ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_C_R2_1560ng.msf	Run1_C_R2_1560ng.msf	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_C_R2_1560ng.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_C_R2_1560ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_C_R2_1560ng	Run1_C_R2_1560ng	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_C_R2_1560ng	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_C_R2_1560ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_CR_R1_1540ng.msf	Run1_CR_R1_1540ng.msf	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_CR_R1_1540ng.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_CR_R1_1540ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_CR_R1_1540ng	Run1_CR_R1_1540ng	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_CR_R1_1540ng	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_CR_R1_1540ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_CR_R2_1600ng.msf	Run1_CR_R2_1600ng.msf	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_CR_R2_1600ng.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_CR_R2_1600ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_CR_R2_1600ng	Run1_CR_R2_1600ng	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_CR_R2_1600ng	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_CR_R2_1600ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T10_R1_1500.msf	Run1_T10_R1_1500.msf	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T10_R1_1500.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T10_R1_1500.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T10_R1_1500	Run1_T10_R1_1500	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T10_R1_1500	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T10_R1_1500.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T10_R2_1900.msf	Run1_T10_R2_1900.msf	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T10_R2_1900.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T10_R2_1900.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T10_R2_1900	Run1_T10_R2_1900	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T10_R2_1900	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T10_R2_1900.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T10R_R1_1500.msf	Run1_T10R_R1_1500.msf	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T10R_R1_1500.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T10R_R1_1500.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T10R_R1_1500	Run1_T10R_R1_1500	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T10R_R1_1500	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T10R_R1_1500.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T10R_R2_1900.msf	Run1_T10R_R2_1900.msf	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T10R_R2_1900.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T10R_R2_1900.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T10R_R2_1900	Run1_T10R_R2_1900	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T10R_R2_1900	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T10R_R2_1900.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T1_R1_1596ng.msf	Run1_T1_R1_1596ng.msf	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T1_R1_1596ng.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T1_R1_1596ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T1_R1_1596ng	Run1_T1_R1_1596ng	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T1_R1_1596ng	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T1_R1_1596ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T1_R2_1416ng.msf	Run1_T1_R2_1416ng.msf	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T1_R2_1416ng.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T1_R2_1416ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run1_T1_R2_1416ng	Run1_T1_R2_1416ng	Oscillatoriaceae cyanobacterium	freshwater	not applicable	not available	Metaproteomes_of_cyanobacterial_consortium_collected_from_photobioreactors_enriched_from_soda_lake_microbial_mats_in_BC_Canada	freshwater	freshwater	7.6, 0.1	not available	not available	not available	freshwater microbiome	1	Run1_T1_R2_1416ng	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_T1_R2_1416ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
