source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PXD068671-Sample-11	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A19	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-12	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-13	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A20	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-14	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A21	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-15	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A22	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-16	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A23	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-17	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-18	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-19	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-20	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A6	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-21	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A7	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-22	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A8	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-23	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A9	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom20_P413_R1531_X2859_DIA_E00000403_Global_A9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-24	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-25	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-26	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-27	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A12	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-28	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A13	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-29	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A14	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-30	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A15	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-31	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A16	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-32	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A17	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-33	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A18	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-34	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A19	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
PXD068671-Sample-35	Homo sapiens	cardiac muscle tissue	not available	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Ascend;AC=MS:1003356	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20250523_ASC2_EVO1_Zoom40SPD_P413_R1531_X2859_DIA_E00000403_Acetyl_A2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cardiac muscle tissue
