source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
4	saccharopolyspora erythraea nrrl 2338	Whole body	not applicable	not available	antibody enrichment	1	4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	4% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD001238/4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
1	saccharopolyspora erythraea nrrl 2338	Whole body	not applicable	not available	antibody enrichment	1	1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	4% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD001238/1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
5	saccharopolyspora erythraea nrrl 2338	Whole body	not applicable	not available	antibody enrichment	1	5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	4% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD001238/5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
3	saccharopolyspora erythraea nrrl 2338	Whole body	not applicable	not available	antibody enrichment	1	3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	4% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD001238/3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
6	saccharopolyspora erythraea nrrl 2338	Whole body	not applicable	not available	antibody enrichment	1	6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	4% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD001238/6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
2	saccharopolyspora erythraea nrrl 2338	Whole body	not applicable	not available	antibody enrichment	1	2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	4% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD001238/2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
7	saccharopolyspora erythraea nrrl 2338	Whole body	not applicable	not available	antibody enrichment	1	7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	4% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD001238/7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
8	saccharopolyspora erythraea nrrl 2338	Whole body	not applicable	not available	antibody enrichment	1	8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	6 ppm	4% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD001238/8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Whole body
