source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Ecoli_pH85	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH85	proteomic profiling by mass spectrometry	1	TrypN_pH85.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH2	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH2	proteomic profiling by mass spectrometry	1	TrypN_pH2.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH5	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH5	proteomic profiling by mass spectrometry	1	TrypN_pH5.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH3	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH3	proteomic profiling by mass spectrometry	1	TrypN_pH3.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH8	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH8	proteomic profiling by mass spectrometry	1	TrypN_pH8.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH4	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH4	proteomic profiling by mass spectrometry	1	TrypN_pH4.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH7	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH7	proteomic profiling by mass spectrometry	1	TrypN_pH7.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH11	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH11	proteomic profiling by mass spectrometry	1	TrypN_pH11.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH6	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH6	proteomic profiling by mass spectrometry	1	TrypN_pH6.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH75	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH75	proteomic profiling by mass spectrometry	1	TrypN_pH75.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH12	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH12	proteomic profiling by mass spectrometry	1	TrypN_pH12.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH9	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH9	proteomic profiling by mass spectrometry	1	TrypN_pH9.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_pH10	Escherichia coli	NT=cell lysate		1	not available	Ecoli_pH10	proteomic profiling by mass spectrometry	1	TrypN_pH10.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap xl;AC=MS:1000556	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
