source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[organism]
bat_serum_1	Rousettus aegyptiacus	blood serum	not applicable	normal	adult	not available	male	not available	batSerum1	organism part	1	run batSerum1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 eV;65 eV	not available	not available	299.5	1200.5	not available	NT=diaPASEF;AC=PRIDE:0000650	1	1	Sivan_batSerum1-80ng_1-29-2024_Slot1-81_10257.d.1.dar	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Rousettus aegyptiacus
bat_serum_2	Rousettus aegyptiacus	blood serum	not applicable	normal	adult	not available	male	not available	batSerum2	organism part	2	run batSerum2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 eV;65 eV	not available	not available	299.5	1200.5	not available	NT=diaPASEF;AC=PRIDE:0000650	1	1	Sivan_batSerum2-80ng_1-29-2024_Slot1-82_10258.d.1.dar	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Rousettus aegyptiacus
bat_serum_3	Rousettus aegyptiacus	blood serum	not applicable	normal	adult	not available	male	not available	batSerum3	organism part	3	run batSerum3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 eV;65 eV	not available	not available	299.5	1200.5	not available	NT=diaPASEF;AC=PRIDE:0000650	1	1	Sivan_batSerum3-80ng_1-30-2024_Slot1-83_10260.d.1.dar	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Rousettus aegyptiacus
bat_serum_4	Rousettus aegyptiacus	blood serum	not applicable	normal	adult	not available	male	not available	batSerum4	organism part	4	run batSerum4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 eV;65 eV	not available	not available	299.5	1200.5	not available	NT=diaPASEF;AC=PRIDE:0000650	1	1	Sivan_batSerum4-80ng_1-30-2024_Slot1-84_10261.d.1.dar	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Rousettus aegyptiacus
mouse_serum_1	Mus musculus	blood serum	not applicable	normal	adult	10 week	male	C57BL/6	mouseSerum1	organism part	1	run mouseSerum1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 eV;65 eV	not available	not available	299.5	1200.5	not available	NT=diaPASEF;AC=PRIDE:0000650	1	1	Sivan_mouseSerum1-80ng_1-30-2024_Slot1-85_10263.d.1.dar	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Mus musculus
mouse_serum_2	Mus musculus	blood serum	not applicable	normal	adult	10 week	male	C57BL/6	mouseSerum2	organism part	2	run mouseSerum2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 eV;65 eV	not available	not available	299.5	1200.5	not available	NT=diaPASEF;AC=PRIDE:0000650	1	1	Sivan_mouseSerum2-80ng_1-30-2024_Slot1-86_10264.d.1.dar	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Mus musculus
mouse_serum_3	Mus musculus	blood serum	not applicable	normal	adult	10 week	male	C57BL/6	mouseSerum3	organism part	3	run mouseSerum3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 eV;65 eV	not available	not available	299.5	1200.5	not available	NT=diaPASEF;AC=PRIDE:0000650	1	1	Sivan_mouseSerum3-80ng_1-30-2024_Slot1-87_10266.d.1.dar	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Mus musculus
mouse_serum_4	Mus musculus	blood serum	not applicable	normal	adult	10 week	male	C57BL/6	mouseSerum4	organism part	4	run mouseSerum4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 eV;65 eV	not available	not available	299.5	1200.5	not available	NT=diaPASEF;AC=PRIDE:0000650	1	1	Sivan_mouseSerum4-80ng_1-30-2024_Slot1-88_10267.d.1.dar	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Mus musculus
